Name,Att.rush,Yds.rush,TD.rush,Rec.catch,Yds.catch,TD.catch,Cmp.pass,Att.pass,Yds.pass,TD.pass,Int.pass,FGA,FGM,XPM,Fmb,Tm,Pos
Chris Manhertz,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,JAX,te
Chris Moore,2,5,0,24,268,2,0,0,0,0,0,0,0,0,0,HOU,wr
Chris Myarick,0,0,0,7,65,1,0,0,0,0,0,0,0,0,0,NYG,fb
Chris Olave,0,0,0,56,822,3,0,0,0,0,0,0,0,0,1,NOR,wr
Christian Kirk,4,7,0,56,725,7,0,1,0,0,0,0,0,0,1,JAX,wr
Christian McCaffrey,143,634,4,58,479,2,1,1,34,1,0,0,0,0,1,2TM,rb
Christian Watson,4,22,1,22,353,6,0,0,0,0,0,0,0,0,0,GNB,wr
Chuba Hubbard,41,176,1,5,36,0,0,0,0,0,0,0,0,0,1,CAR,rb
Clayton Fejedelem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,s
Clyde Edwards-Helaire,71,302,3,17,151,3,0,0,0,0,0,0,0,0,0,KAN,rb
Cody Hollister,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,TEN,wr
Cody White,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,PIT,wr
Colby Parkinson,0,0,0,13,172,1,0,0,0,0,0,0,0,0,0,SEA,te
Cole Beasley,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,TAM,wr
Cole Kmet,2,9,0,29,336,5,0,0,0,0,0,0,0,0,1,CHI,te
Cole Turner,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,WAS,te
Colt McCoy,7,10,0,0,0,0,50,71,456,1,1,0,0,0,1,ARI,qb
Connor Heyward,0,0,0,7,76,0,0,0,0,0,0,0,0,0,0,PIT,te
Cooper Kupp,9,52,1,75,812,6,0,1,0,0,0,0,0,0,2,LAR,wr
Cooper Rush,9,6,0,0,0,0,94,161,1051,5,3,0,0,0,2,DAL,qb
Cordarrelle Patterson,97,506,5,11,65,0,0,0,0,0,0,0,0,0,1,ATL,rb
Corey Clement,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,ARI,rb
Corey Davis,0,0,0,20,360,2,0,0,0,0,0,0,0,0,0,NYJ,wr
Courtland Sutton,1,5,0,52,688,1,0,0,0,0,0,0,0,0,0,DEN,wr
Craig Reynolds,23,102,0,9,116,0,0,0,0,0,0,0,0,0,0,DET,rb
Curtis Samuel,28,165,1,48,493,3,0,0,0,0,0,0,0,0,1,WAS,wr
D'Andre Swift,50,292,3,24,186,2,0,0,0,0,0,0,0,0,1,DET,rb
D'Ernest Johnson,4,17,0,3,7,0,0,0,0,0,0,0,0,0,0,CLE,rb
D'Onta Foreman,126,563,4,4,25,0,0,0,0,0,0,0,0,0,0,CAR,rb
D'Wayne Eskridge,2,10,0,7,58,0,0,0,0,0,0,0,0,0,0,SEA,wr
Dak Prescott,19,71,1,0,0,0,124,182,1393,10,6,0,0,0,1,DAL,qb
Dallas Goedert,0,0,0,43,544,3,0,0,0,0,0,0,0,0,1,PHI,te
Dalton Schultz,0,0,0,33,310,3,0,0,0,0,0,0,0,0,1,DAL,te
Dalvin Cook,178,841,6,26,160,1,0,0,0,0,0,0,0,0,1,MIN,rb
Dameon Pierce,180,788,3,27,143,1,0,0,0,0,0,0,0,0,3,HOU,rb
Damien Harris,84,383,3,13,75,0,0,0,0,0,0,0,0,0,0,NWE,rb
Damien Williams,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,rb
Damiere Byrd,0,0,0,9,229,2,0,0,0,0,0,0,0,0,0,ATL,wr
Dan Arnold,0,0,0,7,113,0,0,0,0,0,0,0,0,0,0,JAX,te
Daniel Bellinger,1,2,1,16,152,2,0,0,0,0,0,0,0,0,0,NYG,te
Daniel Carlson,0,0,0,0,0,0,0,0,0,0,0,25,23,22,0,LVR,k
Daniel Jones,79,451,4,0,0,0,204,316,2165,10,4,0,0,0,4,NYG,qb
Danny Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,wr
Dante Pettis,2,37,0,13,188,2,0,0,0,0,0,0,0,0,1,CHI,wr
Dare Ogunbowale,5,22,1,9,78,0,0,0,0,0,0,0,0,0,0,HOU,rb
Darius Slayton,0,0,0,27,476,2,0,0,0,0,0,0,0,0,0,NYG,wr
Darnell Mooney,1,2,0,40,493,2,0,0,0,0,0,0,0,0,0,CHI,wr
Darrel Williams,21,102,1,4,9,0,0,0,0,0,0,0,0,0,0,ARI,rb
Darrell Henderson Jr.,70,283,3,17,102,0,0,0,0,0,0,0,0,0,0,LAR,rb
Darren Waller,0,0,0,16,175,1,0,0,0,0,0,0,0,0,0,LVR,te
Darrynton Evans,9,34,0,1,33,0,0,0,0,0,0,0,0,0,0,CHI,rb
Davante Adams,3,-1,0,71,999,10,0,0,0,0,0,0,0,0,1,LVR,wr
David Bakhtiari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,t
David Bell,0,0,0,20,169,0,0,0,0,0,0,0,0,0,0,CLE,wr
David Johnson,1,-4,0,1,11,0,0,0,0,0,0,0,0,0,0,NOR,rb
David Montgomery,146,580,3,21,238,0,0,0,0,0,0,0,0,0,1,CHI,rb
David Njoku,1,-6,0,41,464,2,0,0,0,0,0,0,0,0,1,CLE,te
David Sills V,0,0,0,11,106,0,0,0,0,0,0,0,0,0,0,NYG,wr
Davis Mills,17,38,1,0,0,0,203,328,2144,11,11,0,0,0,4,HOU,qb
Dawson Knox,0,0,0,33,327,2,0,0,0,0,0,0,0,0,0,BUF,te
Dax Milne,0,0,0,6,37,1,0,0,0,0,0,0,0,0,0,WAS,wr
DeAndre Carter,1,-5,0,38,452,3,0,0,0,0,0,0,0,0,1,LAC,wr
DeAndre Hopkins,0,0,0,49,574,3,0,0,0,0,0,0,0,0,1,ARI,wr
Deebo Samuel,33,202,2,44,511,2,0,0,0,0,0,0,0,0,2,SFO,wr
DeeJay Dallas,14,67,0,7,42,0,0,1,0,0,1,0,0,0,1,SEA,rb
Demarcus Robinson,0,0,0,26,297,1,0,0,0,0,0,0,0,0,0,BAL,wr
Demetric Felton Jr.,1,-4,0,1,3,0,0,0,0,0,0,0,0,0,1,CLE,rb
Dennis Houston,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,DAL,wr
Denzel Mims,0,0,0,7,138,0,0,0,0,0,0,0,0,0,0,NYJ,wr
Deon Jackson,42,130,1,20,124,0,0,0,0,0,0,0,0,0,0,IND,rb
Deonte Harty,0,0,0,2,13,0,0,0,0,0,0,0,0,0,1,NOR,wr
Derek Carr,17,77,0,0,0,0,242,384,2730,18,7,0,0,0,3,LVR,qb
Derek Watt,4,11,0,4,8,1,0,0,0,0,0,0,0,0,0,PIT,fb
Derrick Henry,247,1048,10,21,278,0,2,2,4,1,0,0,0,0,2,TEN,rb
DeSean Jackson,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,BAL,wr
DeVante Parker,0,0,0,21,420,1,0,0,0,0,0,0,0,0,0,NWE,wr
Devin Asiasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,te
Devin Duvernay,10,75,1,29,344,3,0,0,0,0,0,0,0,0,0,BAL,wr
Devin Singletary,124,552,3,31,226,1,0,0,0,0,0,0,0,0,2,BUF,rb
Devine Ozigbo,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,DEN,rb
DeVonta Smith,0,0,0,56,609,3,0,0,0,0,0,0,0,0,1,PHI,wr
Dezmon Patmon,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,IND,wr
Diontae Johnson,6,23,0,56,505,0,0,0,0,0,0,0,0,0,1,PIT,wr
DJ Chark Jr.,0,0,0,9,114,2,0,0,0,0,0,0,0,0,0,DET,wr
DJ Moore,7,39,0,46,605,4,0,0,0,0,0,0,0,0,0,CAR,wr
DJ Turner,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,LVR,wr
DK Metcalf,0,0,0,59,671,4,0,0,0,0,0,0,0,0,2,SEA,wr
Dominik Eberle,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,DET,k
Donald Parham Jr.,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,LAC,te
Donovan Peoples-Jones,1,2,0,42,593,1,0,0,0,0,0,0,0,0,1,CLE,wr
Dontrell Hilliard,21,143,0,19,163,4,0,0,0,0,0,0,0,0,0,TEN,rb
Drake London,0,0,0,41,438,4,0,0,0,0,0,0,0,0,1,ATL,wr
Drew Sample,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,CIN,te
Duke Johnson Jr.,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,rb
Durham Smythe,2,1,1,7,54,1,0,0,0,0,0,0,0,0,0,MIA,te
Dustin Hopkins,0,0,0,0,0,0,0,0,0,0,0,10,9,12,0,LAC,k
Dwayne Washington,11,38,0,1,7,0,0,0,0,0,0,0,0,0,0,NOR,rb
Dyami Brown,0,0,0,5,143,2,0,0,0,0,0,0,0,0,0,WAS,wr
Eddy Pineiro,0,0,0,0,0,0,0,0,0,0,0,24,22,18,0,CAR,k
Elijah Mitchell,40,224,0,3,7,0,0,0,0,0,0,0,0,0,0,SFO,rb
Elijah Moore,3,-8,0,20,284,1,0,0,0,0,0,0,0,0,0,NYJ,wr
Eno Benjamin,70,299,2,24,184,0,0,0,0,0,0,0,0,0,0,ARI,rb
Equanimeous St. Brown,5,53,0,14,195,1,0,0,0,0,0,0,0,0,1,CHI,wr
Eric Saubert,0,0,0,10,111,1,0,0,0,0,0,0,0,0,0,DEN,te
Eric Tomlinson,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,DEN,te
Evan Engram,1,0,0,37,356,1,0,0,0,0,0,0,0,0,0,JAX,te
Evan McPherson,0,0,0,0,0,0,0,0,0,0,0,20,16,29,0,CIN,k
Ezekiel Elliott,140,577,7,8,40,0,0,0,0,0,0,0,0,0,0,DAL,rb
Feleipe Franks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,te
Foster Moreau,0,0,0,24,284,2,0,0,0,0,0,0,0,0,1,LVR,te
Gabriel Davis,0,0,0,33,650,5,0,0,0,0,0,0,0,0,0,BUF,wr
Gardner Minshew II,1,-1,0,0,0,0,1,2,23,0,0,0,0,0,0,PHI,qb
Garrett Wilson,4,4,0,49,628,4,0,0,0,0,0,0,0,0,1,NYJ,wr
Gary Brightwell,9,50,1,2,18,0,0,0,0,0,0,0,0,0,0,NYG,rb
Geno Smith,50,240,1,0,0,0,257,353,2802,19,5,0,0,0,5,SEA,qb
Geoff Swaim,0,0,0,8,46,1,0,0,0,0,0,0,0,0,0,TEN,te
George Kittle,0,0,0,36,450,4,0,0,0,0,0,0,0,0,1,SFO,te
George Pickens,3,24,1,36,510,2,0,0,0,0,0,0,0,0,0,PIT,wr
Gerald Everett,1,0,0,38,382,2,0,0,0,0,0,0,0,0,0,LAC,te
Giovanni Ricci,0,0,0,7,68,0,0,0,0,0,0,0,0,0,0,CAR,fb
Graham Gano,0,0,0,0,0,0,0,0,0,0,0,22,20,19,0,NYG,k
Grant Calcaterra,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,PHI,te
Greg Dortch,2,4,0,34,324,2,0,0,0,0,0,0,0,0,1,ARI,wr
Greg Dulcich,0,0,0,19,234,1,0,0,0,0,0,0,0,0,0,DEN,te
Greg Joseph,0,0,0,0,0,0,0,0,0,0,0,21,16,24,0,MIN,k
Greg Zuerlein,0,0,0,0,0,0,0,0,0,0,0,22,18,24,0,NYJ,k
Gunner Olszewski,3,27,0,3,43,0,0,0,0,0,0,0,0,0,2,PIT,wr
Gus Edwards,43,183,3,0,0,0,0,0,0,0,0,0,0,0,1,BAL,rb
Harrison Bryant,0,0,0,23,179,1,0,0,0,0,0,0,0,0,0,CLE,te
Harrison Butker,0,0,0,0,0,0,0,0,0,0,0,15,12,20,0,KAN,k
Hassan Haskins,10,42,0,3,7,0,0,0,0,0,0,0,0,0,0,TEN,rb
Hayden Hurst,0,0,0,46,388,2,0,0,0,0,0,0,0,0,0,CIN,te
Hunter Henry,0,0,0,23,323,2,0,0,0,0,0,0,0,0,0,NWE,te
Hunter Renfrow,0,0,0,21,192,0,0,0,0,0,0,0,0,0,3,LVR,wr
Ian Thomas,0,0,0,17,165,0,0,0,0,0,0,0,0,0,0,CAR,te
Ihmir Smith-Marsette,1,-1,0,1,15,0,0,0,0,0,0,0,0,0,1,CHI,wr
Irv Smith Jr.,0,0,0,22,168,2,0,0,0,0,0,0,0,0,1,MIN,te
Isaiah Hodgins,0,0,0,12,142,0,0,0,0,0,0,0,0,0,1,2TM,wr
Isaiah Likely,0,0,0,18,206,2,0,0,0,0,0,0,0,0,0,BAL,te
Isaiah McKenzie,7,42,1,30,315,4,0,0,0,0,0,0,0,0,0,BUF,wr
Isaiah Spiller,18,41,0,3,13,0,0,0,0,0,0,0,0,0,0,LAC,rb
Isiah Pacheco,97,455,2,4,30,0,0,0,0,0,0,0,0,0,3,KAN,rb
J.D. McKissic,22,95,0,27,173,0,0,0,0,0,0,0,0,0,0,WAS,rb
J.J. Taylor,10,9,0,1,8,0,0,0,0,0,0,0,0,0,0,NWE,rb
J.K. Dobbins,35,123,1,6,39,1,0,0,0,0,0,0,0,0,0,BAL,rb
Ja'Marr Chase,4,2,0,47,605,6,0,0,0,0,0,0,0,0,1,CIN,wr
Jack Fox,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,DET,p
Jack Stoll,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,PHI,te
Jacob Eason,0,0,0,0,0,0,3,5,59,0,1,0,0,0,0,CAR,qb
Jacob Harris,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,LAR,wr
Jacoby Brissett,47,238,2,0,0,0,236,368,2608,12,6,0,0,0,6,CLE,qb
Jaelon Darden,1,2,0,2,26,0,0,0,0,0,0,0,0,0,0,TAM,wr
Jahan Dotson,2,-7,0,14,179,4,0,0,0,0,0,0,0,0,0,WAS,wr
Jake Elliott,0,0,0,0,0,0,0,0,0,0,0,11,9,32,0,PHI,k
Jake Ferguson,0,0,0,14,140,2,0,0,0,0,0,0,0,0,0,DAL,te
Jake Gervase,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,LAR,lb
Jake Kumerow,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,BUF,wr
Jake Tonges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,fb
Jakob Johnson,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,LVR,fb
Jakobi Meyers,2,9,0,47,571,3,0,0,0,0,0,0,0,0,1,NWE,wr
Jalen Camp,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,HOU,wr
Jalen Guyton,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,LAC,wr
Jalen Hurts,127,597,8,0,0,0,214,318,2560,17,3,0,0,0,8,PHI,qb
Jalen Nailor,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,MIN,wr
Jalen Reagor,1,17,0,5,49,1,0,0,0,0,0,0,0,0,3,MIN,wr
Jalen Tolbert,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,DAL,wr
Jalen Virgil,0,0,0,1,66,1,0,0,0,0,0,0,0,0,1,DEN,wr
Jamaal Williams,177,734,13,9,57,0,0,0,0,0,0,0,0,0,3,DET,rb
Jamal Agnew,5,29,0,15,119,3,0,0,0,0,0,0,0,0,0,JAX,wr
Jameis Winston,5,16,0,0,0,0,73,115,858,4,5,0,0,0,3,NOR,qb
James Conner,121,476,4,27,171,1,0,0,0,0,0,0,0,0,3,ARI,rb
James Cook,46,259,1,9,110,0,0,0,0,0,0,0,0,0,1,BUF,rb
James Mitchell,0,0,0,5,48,1,0,0,0,0,0,0,0,0,0,DET,te
James Proche II,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,BAL,wr
James Robinson,106,415,3,11,51,2,0,0,0,0,0,0,0,0,1,2TM,rb
Jamie Gillan,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,p
Jamison Crowder,0,0,0,6,60,0,0,0,0,0,0,0,0,0,1,BUF,wr
JaMycal Hasty,25,120,1,12,90,1,0,0,0,0,0,0,0,0,0,JAX,rb
Jared Goff,21,42,0,1,5,0,232,364,2682,17,7,0,0,0,5,DET,qb
Jarrett Stidham,0,0,0,0,0,0,8,13,72,0,0,0,0,0,0,LVR,qb
Jarvis Landry,0,0,0,23,258,1,0,0,0,0,0,0,0,0,0,NOR,wr
Jason Cabinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,fb
Jason Moore Jr.,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,LAC,wr
Jason Myers,0,0,0,0,0,0,0,0,0,0,0,22,21,30,0,SEA,k
Jason Sanders,0,0,0,0,0,0,0,0,0,0,0,20,16,30,0,MIA,k
Jauan Jennings,0,0,0,24,269,1,0,0,0,0,0,0,0,0,0,SFO,wr
Javonte Williams,47,204,0,16,76,0,0,0,0,0,0,0,0,0,1,DEN,rb
Jaylen Waddle,2,17,0,56,963,6,0,0,0,0,0,0,0,0,1,MIA,wr
Jaylen Warren,38,190,0,16,137,0,0,0,0,0,0,0,0,0,1,PIT,rb
Jeff Driskel,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,qb
Jeff Smith,0,0,0,4,57,0,0,0,0,0,0,0,0,0,0,NYJ,wr
Jeff Wilson Jr.,131,677,4,16,149,1,0,0,0,0,0,0,0,0,2,2TM,rb
Jelani Woods,0,0,0,15,177,3,0,0,0,0,0,0,0,0,1,IND,te
Jeremy Ruckert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,te
Jerick McKinnon,39,149,0,29,238,1,0,0,0,0,0,0,0,0,1,KAN,rb
Jerry Jeudy,1,1,0,30,449,3,0,0,0,0,0,0,0,0,0,DEN,wr
Jesper Horsted,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,LVR,te
Jimmy Garoppolo,23,33,2,0,0,0,205,304,2381,16,4,0,0,0,3,SFO,qb
Jody Fortson,0,0,0,8,102,2,0,0,0,0,0,0,0,0,1,KAN,te
Joe Burrow,48,178,4,0,0,0,279,409,3160,23,8,0,0,0,4,CIN,qb
Joe Flacco,3,6,0,0,0,0,91,155,901,5,3,0,0,0,4,NYJ,qb
Joe Mixon,158,605,6,41,314,2,0,0,0,0,0,0,0,0,0,CIN,rb
Joey Slye,0,0,0,0,0,0,0,0,0,0,0,20,18,17,0,WAS,k
John Bates,0,0,0,14,108,1,0,0,0,0,0,0,0,0,1,WAS,te
John Wolford,3,3,0,0,0,0,24,36,212,1,1,0,0,0,2,LAR,qb
Johnny Mundt,0,0,0,16,105,1,0,0,0,0,0,0,0,0,0,MIN,te
Jonathan Taylor,171,779,4,24,109,0,0,0,0,0,0,0,0,0,3,IND,rb
Jonathan Williams,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,rb
Jonnu Smith,1,5,0,20,194,0,0,0,0,0,0,0,0,0,1,NWE,te
Jordan Akins,0,0,0,21,300,2,0,0,0,0,0,0,0,0,1,HOU,te
Jordan Howard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,rb
Jordan Love,0,0,0,0,0,0,12,18,186,1,0,0,0,0,0,GNB,qb
