PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Darrynton Evans,CHI,21.9,94.8,0.6,4.8,35.2,0.1,0,17
Tony Jones Jr.,NO,26.4,106.5,0.5,4.4,31.3,0.1,0.1,17
Trestan Ebner,CHI,9.8,75,0.6,6,46.3,0.2,0.1,16.5
Tory Carter,TEN,9.5,44.5,0.5,6.9,49.7,0.6,0,15.9
Demetric Felton Jr.,CLE,2.7,22.8,0.1,10.6,97.7,0.7,0.5,15.6
Kene Nwangwu,MIN,21.5,82.9,0.6,3.9,23.8,0.1,0.1,14.9
Ty Chandler,MIN,16,76.4,0.3,6.7,44.3,0.2,0.1,14.7
JaMycal Hasty,JAC,13,54.6,0.6,7.3,50.8,0.1,0,14.6
Mike Boone,DEN,14,75,0.7,3.5,25.3,0.1,0,14.5
Darwin Thompson,SEA,0,75.6,0.6,3.8,28.8,0.2,0.1,14.5
Jordan Mason,SF,18.5,76.8,0.6,3.4,23.9,0.1,0.1,14.5
Trenton Cannon,TEN,10.4,41.2,0.2,7.7,57.4,0.3,0,13.3
Rico Dowdle,DAL,16,64.9,0.4,4.4,34.7,0.2,0.1,12.8
Patrick Ricard,BAL,2.7,6.9,0.1,10.1,68.9,0.7,0,12.3
Kylin Hill,GB,13,50,0,9,67,0,0,11.7
Jonathan Williams,WAS,8.1,57.4,0.4,3.8,29.9,0.1,0.3,11.6
Keith Smith,ATL,8.1,32.7,0.2,7.9,53.8,0.3,0.1,11.6
C.J. Ham,MIN,5.5,15.2,0.1,9.5,69.3,0.3,0,11.2
Justice Hill,BAL,10.3,44.2,0.4,2.6,18.2,0.1,0,9.2
Alec Ingold,MIA,4.3,14.9,0.1,6.5,48.1,0.3,0,9.1
Jake Funk,LAR,6.9,41.2,0.3,3,21.7,0.1,0.1,8.9
Antonio Williams,NYG,10.3,49.8,0.4,1.8,14.3,0,0,8.7
Michael Burton,KC,5.8,23.7,0.3,3.5,25.2,0.2,0,7.5
Andrew Beck,DEN,4.7,18.8,0.2,4.4,33,0.2,0,7.2
Jakob Johnson,LV,4,16.4,0.2,4.4,32.6,0.3,0.1,7.2
Giovanni Ricci,CAR,4.5,18.2,0.1,4,31.2,0.2,0,6.8
Julius Chestnut,TEN,4.5,18.9,0.1,3.8,28,0.2,0,6.3
Zonovan Knight,NYJ,7.5,31.3,0.2,2.1,14.3,0.1,0,6.2
Derek Watt,PIT,2.2,8.7,0.1,4.4,32.6,0.2,0,5.6
Jason Cabinda,DET,3,12.5,0.1,3.6,26.6,0.2,0,5.5
Khari Blasingame,CHI,2.4,9.8,0.1,3.8,29.3,0.2,0,5.5
Salvon Ahmed,MIA,7.6,31.8,0.2,1,7.7,0,0,5.4
Trevon Wesco,CHI,0,0,0,3.5,36.7,0.3,0,5.2
Adam Prentice,NO,4.4,18.7,0.1,2,14.7,0.1,0,5
Reggie Gilliam,BUF,0,0,0,4.4,32.6,0.2,0,4.6
Brittain Brown,LV,3.7,15.6,0.1,2.1,15.4,0.1,0,4.4
Mekhi Sargent,JAC,2.2,8.9,0.1,2.1,15.9,0.1,0,3.5
Zander Horvath,LAC,4.4,18.4,0.2,0,0,0,0,2.7
John Lovett,MIA,0,0,0,0,0,0,0,0
Malik Davis,DAL,0,0,0,0,0,0,0,0
Taiwan Jones,BUF,0,0,0,0,0,0,0,0
Spencer Brown,BUF,0,0,0,0,0,0,0,0
Jaret Patterson,WAS,0,0,0,0,0,0,0,0
