PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
La'Mical Perine,NYJ,26.3,110.9,0.8,2.5,19,0.1,0.2,17.7
Kylin Hill,GB,27.2,110.4,0.4,3.7,27.8,0.1,0.1,16.3
JaMycal Hasty,SF,19.1,95,0.5,3.9,28.1,0.1,0.1,16.2
Dare Ogunbowale,JAC,9.2,39.4,0.3,10.7,83.3,0.4,0.2,15.7
Demetric Felton,CLE,18.5,89.6,0.7,2.5,21,0,0,15.4
Ty Montgomery,NO,11.5,41,0,11.2,84.8,0.1,0,13.4
Eno Benjamin,ARI,19.7,84.5,0.5,2.3,18.6,0,0,13.1
Ameer Abdullah,MIN,13.2,66.9,0,5,34.2,0.5,0,13.1
Jordan Howard,PHI,14.9,64.4,1,0.4,4.6,0,0,12.9
Patrick Ricard,BAL,2,6.2,0.1,10,67.7,0.9,0.5,11.8
Gary Brightwell,NYG,18.4,78.5,0.3,2.6,19,0,0.1,11.7
Ke'Shawn Vaughn,TB,15,63.9,0.5,2.3,16.5,0.1,0,11.6
Jordan Wilkins,IND,14.4,70.3,0.4,1.7,12.5,0.1,0,11.4
D'Ernest Johnson,CLE,17.9,76.5,0.3,2.3,17.1,0,0.1,11.4
Trey Edmunds,PIT,14.8,64.1,0.4,2.4,16.1,0.2,0,11.3
Travis Homer,SEA,14.1,59.5,0.2,3.4,25.1,0.1,0.1,10.2
Alec Ingold,LV,4.4,18.8,0.2,6.6,54.5,0.3,0.1,9.9
C.J. Ham,MIN,4.7,19.9,0.2,6.1,51.2,0.3,0.1,9.8
Kalen Ballage,PIT,11,43.5,0.3,3,20.5,0.1,0.1,8.7
Khalil Herbert,CHI,9.7,40.4,0.3,2.8,21.8,0.1,0.1,8.3
Alex Armah,NO,4.1,17.2,0.2,4.2,33,0.3,0,7.6
Andrew Beck,DEN,4.9,21.2,0.2,4.3,29.2,0.2,0,7.1
Keith Smith,ATL,4.3,18.2,0.1,3.3,25.8,0.2,0.1,6
Gabe Nabers,LAC,3.3,14.4,0.1,3.2,25,0.2,0.1,5.8
D'Onta Foreman,ATL,8.7,36.7,0.2,0.9,6.7,0,0,5.4
Andy Janovich,CLE,1,4.3,0,4,33.5,0.2,0,4.9
Derek Watt,PIT,4.3,18.1,0.2,1.2,8.7,0.1,0,4
Michael Burton,KC,3.3,14.1,0.1,1.8,14.8,0.1,0,4
Nick Bellore,SEA,1.5,6.7,0,3.1,22.3,0.2,0,4
Corey Clement,DAL,4.3,18.3,0.2,1,7.1,0,0,3.6
Taiwan Jones,BUF,4.2,18,0.1,0.4,3.5,0,0,2.8
Elijhaa Penny,NYG,2.5,10.2,0.1,1.5,10.9,0,0,2.7
Khari Blasingame,TEN,0.5,2.1,0,2.3,19.3,0.1,0,2.7
Jakob Johnson,NE,0,0,0,2.4,20.2,0.1,0,2.4
Dwayne Washington,NO,2.6,11,0.1,0.4,3.4,0,0,1.7
Dexter Williams,NYG,2.3,9.9,0,0.9,6.1,0,0,1.6
Devine Ozigbo,JAC,1.2,5.3,0,0.9,6.3,0,0,1.2
Antonio Williams,BUF,1.2,4.9,0,0.9,6.3,0,0,1.1
Josh Adams,NYJ,1.1,4.6,0,0.9,6,0,0,1.1
Ryan Nall,CHI,0.9,3.9,0,0.9,6.2,0,0,1
LeVante Bellamy,DEN,1,4.4,0,0.9,5.7,0,0,1
Artavis Pierce,CHI,0.9,3.9,0,0.9,6.2,0,0,1
Adrian Killins Jr.,DEN,0.9,3.9,0,0.9,6.1,0,0,1
Jason Huntley,PHI,0.9,3.9,0,0.9,6.1,0,0,1
Nathan Cottrell,JAC,0.9,3.6,0,0.9,6.4,0,0,1
Damarea Crockett,DEN,1,4.2,0,0.9,5.7,0,0,1
Jason Cabinda,DET,0.8,3.5,0,0.9,6.1,0,0,1
Dontrell Hilliard,HOU,0.8,3.5,0,0.8,5.6,0,0,0.9
Taquan Mizzell,NYG,0.9,3.7,0,0.9,5.4,0,0,0.9
Cullen Gillaspia,NYG,0.9,3.7,0,0.9,5.2,0,0,0.9
Scottie Phillips,HOU,0.8,3.5,0,0.8,5.4,0,0,0.9
Alfred Morris,NYG,0.9,3.5,0,0.9,5.2,0,0,0.9
