Name,Att.rush,Yds.rush,TD.rush,Rec.catch,Yds.catch,TD.catch,Cmp.pass,Att.pass,Yds.pass,TD.pass,Int.pass,FGA,FGM,XPM,Fmb,Tm,Pos
Amon-Ra St. Brown,0,0,0,39,352,0,0,0,0,0,0,0,0,0,0,DET,wr
Andre Roberts,2,13,0,1,35,0,0,0,0,0,0,0,0,0,2,2TM,NA
Andrew Thomas,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,NYG,t
Andy Dalton,10,49,0,0,0,0,72,112,788,4,2,0,0,0,1,CHI,qb
Andy Janovich,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CLE,fb
Anthony Firkser,0,0,0,20,145,0,0,0,0,0,0,0,0,0,1,TEN,te
Anthony McFarland Jr.,3,3,0,1,11,0,0,0,0,0,0,0,0,0,0,PIT,NA
Anthony Miller,0,0,0,6,25,1,0,0,0,0,0,0,0,0,0,2TM,NA
Anthony Schwartz,3,12,0,8,117,0,0,0,0,0,0,0,0,0,0,CLE,wr
Antoine Wesley,0,0,0,8,113,0,0,0,0,0,0,0,0,0,0,ARI,wr
Antonio Brown,1,6,0,29,418,4,0,0,0,0,0,0,0,0,0,TAM,wr
Antonio Gibson,183,712,5,26,193,1,0,0,0,0,0,0,0,0,5,WAS,rb
Antony Auclair,0,0,0,3,34,1,0,0,0,0,0,0,0,0,0,HOU,te
Ashton Dulin,1,-7,0,11,148,1,0,0,0,0,0,0,0,0,0,IND,wr
Auden Tate,0,0,0,3,39,1,0,0,0,0,0,0,0,0,0,CIN,NA
Austin Ekeler,135,604,7,51,473,7,0,0,0,0,0,0,0,0,2,LAC,rb
Austin Hooper,0,0,0,28,261,2,0,0,0,0,0,0,0,0,0,CLE,te
Austin Seibert,0,0,0,0,0,0,0,0,0,0,0,12,10,5,0,DET,k
Austin Walter,9,38,1,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,NA
Baker Mayfield,27,93,1,0,0,0,194,312,2413,11,6,0,0,0,6,CLE,qb
Ben Roethlisberger,11,6,0,0,0,0,248,384,2522,14,6,0,0,0,8,PIT,qb
Ben Skowronek,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,LAR,NA
Benny Snell Jr.,15,43,0,1,7,0,0,0,0,0,0,0,0,0,0,PIT,rb
Blaine Gabbert,8,-6,0,0,0,0,7,8,67,0,0,0,0,0,0,TAM,NA
Blake Bell,2,5,0,5,41,0,0,0,0,0,0,0,0,0,0,KAN,te
Blake Gillikin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NOR,p
Blake Jarwin,0,0,0,10,90,2,0,0,0,0,0,0,0,0,0,DAL,te
Bobby Price,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,DET,saf
Boston Scott,61,285,4,9,44,0,0,0,0,0,0,0,0,0,1,PHI,rb
Brandin Cooks,1,5,0,62,704,3,0,0,0,0,0,0,0,0,0,HOU,wr
Brandon Aiyuk,4,13,0,32,432,3,0,0,0,0,0,0,0,0,1,SFO,wr
Brandon Allen,5,-4,0,0,0,0,2,4,13,1,0,0,0,0,0,CIN,NA
Brandon Bolden,26,141,0,31,296,1,0,0,0,0,0,0,0,0,1,NWE,rb
Brandon McManus,0,0,0,0,0,0,0,0,0,0,0,21,18,22,0,DEN,k
Brandon Zylstra,0,0,0,12,188,1,0,0,0,0,0,0,0,0,0,CAR,wr
Braxton Berrios,2,15,0,25,240,1,0,0,0,0,0,0,0,0,0,NYJ,wr
Breshad Perriman,1,-3,0,2,19,0,0,0,0,0,0,0,0,0,0,TAM,NA
Brett Maher,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,NOR,k
Brevin Jordan,0,0,0,9,80,2,0,0,0,0,0,0,0,0,0,HOU,te
Brian Hoyer,9,-9,0,0,0,0,6,7,164,1,0,0,0,0,0,NWE,NA
Brock Wright,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,DET,te
Bryan Edwards,1,0,0,22,446,2,0,0,0,0,0,0,0,0,0,LVR,wr
Buddy Howell,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,NA
Byron Pringle,0,0,0,23,338,3,0,0,0,0,0,0,0,0,2,KAN,wr
C.J. Beathard,0,0,0,0,0,0,2,2,33,0,0,0,0,0,0,JAX,NA
C.J. Board,1,6,0,4,51,0,0,0,0,0,0,0,0,0,0,NYG,wr
C.J. Ham,7,34,0,11,82,0,0,0,0,0,0,0,0,0,0,MIN,fb
C.J. Moore,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,NA
C.J. Uzomah,0,0,0,30,331,5,0,0,0,0,0,0,0,0,0,CIN,te
Cairo Santos,0,0,0,0,0,0,0,0,0,0,0,19,16,17,0,CHI,k
Calvin Ridley,0,0,0,31,281,2,0,0,0,0,0,0,0,0,0,ATL,wr
Cam Newton,16,65,3,0,0,0,29,52,289,3,2,0,0,0,0,CAR,qb
Cam Sims,1,7,0,7,81,1,0,0,0,0,0,0,0,0,0,WAS,NA
Cameron Batson,2,15,0,2,15,1,0,0,0,0,0,0,0,0,0,TEN,NA
Cameron Brate,0,0,0,19,181,1,0,0,0,0,0,0,0,0,0,TAM,te
Carlos Hyde,62,227,0,10,60,0,0,0,0,0,0,0,0,0,1,JAX,rb
Carson Wentz,38,159,1,0,0,0,250,398,2790,21,5,0,0,0,7,IND,qb
Case Keenum,7,7,0,0,0,0,30,48,286,1,0,0,0,0,0,CLE,qb
Cedrick Wilson,2,11,0,30,420,3,2,2,57,0,0,0,0,0,2,DAL,wr
CeeDee Lamb,5,30,0,50,740,6,0,0,0,0,0,0,0,0,0,DAL,wr
Cethan Carter,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,MIA,te
Chad Henne,3,2,0,0,0,0,11,16,82,0,0,0,0,0,0,KAN,qb
Charlie Woerner,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,SFO,te
Chase Claypool,8,52,0,37,608,1,0,0,0,0,0,0,0,0,0,PIT,wr
Chase Edmonds,76,430,1,30,211,0,0,0,0,0,0,0,0,0,1,ARI,rb
Chase McLaughlin,0,0,0,0,0,0,0,0,0,0,0,18,14,26,0,CLE,k
Chester Rogers,1,9,0,20,238,1,0,0,0,0,0,0,0,0,1,TEN,wr
Chris Boswell,0,0,0,0,0,0,0,1,0,0,0,23,22,20,0,PIT,k
Chris Carson,54,232,3,6,29,0,0,0,0,0,0,0,0,0,1,SEA,rb
Chris Conley,0,0,0,14,233,1,0,0,0,0,0,0,0,0,1,HOU,wr
Chris Evans,9,41,0,11,127,1,0,0,0,0,0,0,0,0,0,CIN,wr
Chris Godwin,3,12,1,67,806,5,0,0,0,0,0,0,0,0,2,TAM,wr
Chris Herndon IV,0,0,0,3,23,1,0,0,0,0,0,0,0,0,0,MIN,te
Chris Hogan,0,0,0,4,41,1,0,0,0,0,0,0,0,0,0,NOR,NA
Chris Manhertz,0,0,0,5,60,1,0,0,0,0,0,0,0,0,0,JAX,te
Chris Moore,0,0,0,14,149,1,0,0,0,0,0,0,0,0,0,HOU,wr
Chris Myarick,0,0,0,2,11,1,0,0,0,0,0,0,0,0,0,NYG,te
Chris Streveler,3,6,0,0,0,0,6,9,36,0,0,0,0,0,1,ARI,NA
Christian Blake,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,ATL,NA
Christian Kirk,1,11,0,49,628,4,1,1,33,0,0,0,0,0,0,ARI,wr
Christian McCaffrey,99,442,1,37,343,1,0,0,0,0,0,0,0,0,1,CAR,rb
Chuba Hubbard,122,427,3,19,152,0,0,0,0,0,0,0,0,0,1,CAR,rb
Clyde Edwards-Helaire,77,367,1,10,74,2,0,0,0,0,0,0,0,0,2,KAN,rb
Cody Hollister,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,TEN,NA
Cody White,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,PIT,NA
Colby Parkinson,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,SEA,NA
Cole Beasley,0,0,0,62,530,1,0,1,0,0,0,0,0,0,0,BUF,wr
Cole Kmet,1,0,0,37,361,0,0,0,0,0,0,0,0,0,0,CHI,te
Collin Johnson,0,0,0,10,89,0,0,0,0,0,0,0,0,0,0,NYG,wr
Colt McCoy,21,34,0,0,0,0,68,90,684,3,1,0,0,0,4,ARI,qb
Cooper Kupp,1,-5,0,92,1237,10,0,1,0,0,0,0,0,0,0,LAR,wr
Cooper Rush,4,-4,0,0,0,0,27,43,342,2,1,0,0,0,1,DAL,qb
Cordarrelle Patterson,93,411,4,41,500,5,0,1,0,0,0,0,0,0,2,ATL,rb
Corey Clement,9,20,0,1,5,0,0,0,0,0,0,0,0,0,0,DAL,NA
Corey Davis,0,0,0,32,477,4,0,0,0,0,0,0,0,0,2,NYJ,wr
Courtland Sutton,0,0,0,45,634,2,0,0,0,0,0,0,0,0,0,DEN,wr
Curtis Samuel,2,12,0,5,28,0,0,0,0,0,0,0,0,0,0,WAS,wr
Cyril Grayson Jr.,0,0,0,1,50,1,0,0,0,0,0,0,0,0,0,TAM,NA
D.J. Chark Jr.,0,0,0,7,154,2,0,0,0,0,0,0,0,0,0,JAX,wr
D.J. Moore,7,35,0,66,854,4,0,0,0,0,0,0,0,0,1,CAR,wr
D.K. Metcalf,0,0,0,47,650,8,0,0,0,0,0,0,0,0,1,SEA,wr
D'Andre Swift,140,555,4,56,429,2,0,1,0,0,0,0,0,0,2,DET,rb
D'Ernest Johnson,61,320,2,11,94,0,0,0,0,0,0,0,0,0,1,CLE,rb
D'Onta Foreman,42,193,0,4,66,0,0,0,0,0,0,0,0,0,1,TEN,rb
D'Wayne Eskridge,2,22,0,4,12,0,0,0,0,0,0,0,0,0,0,SEA,NA
Dak Prescott,27,94,1,0,0,0,261,376,2932,22,7,0,0,0,8,DAL,qb
Dallas Goedert,0,0,0,35,491,2,0,0,0,0,0,0,0,0,1,PHI,te
Dalton Schultz,0,0,0,47,537,4,0,0,0,0,0,0,0,0,0,DAL,te
Dalvin Cook,171,773,4,27,202,0,0,0,0,0,0,0,0,0,3,MIN,rb
Damarea Crockett,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,NA
Damien Harris,154,643,8,13,84,0,0,0,0,0,0,0,0,0,2,NWE,rb
Damien Williams,37,139,2,11,64,0,0,0,0,0,0,0,0,0,0,CHI,rb
Damiere Byrd,0,0,0,9,74,0,0,0,0,0,0,0,0,0,0,CHI,wr
Dan Arnold,0,0,0,35,408,0,0,0,0,0,0,0,0,0,1,2TM,wr
Daniel Carlson,0,0,0,0,0,0,0,0,0,0,0,27,24,23,0,LVR,k
Daniel Jones,62,298,2,1,16,0,232,361,2428,10,7,0,0,0,7,NYG,qb
Danny Amendola,0,0,0,17,135,1,0,1,0,0,0,0,0,0,1,HOU,wr
Danny Pinter,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,IND,NA
Dante Pettis,0,0,0,10,87,1,1,1,16,0,0,0,0,0,1,NYG,wr
Dare Ogunbowale,5,13,0,3,32,0,0,0,0,0,0,0,0,0,0,JAX,NA
Darius Slayton,1,-13,0,19,267,1,0,0,0,0,0,0,0,0,1,NYG,wr
Darnell Mooney,3,27,1,46,694,3,0,0,0,0,0,0,0,0,0,CHI,wr
Darrel Williams,100,358,4,32,282,1,0,0,0,0,0,0,0,0,0,KAN,rb
Darrell Daniels,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ARI,te
Darrell Henderson,142,648,5,27,172,3,0,0,0,0,0,0,0,0,0,LAR,rb
Darren Fells,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,2TM,NA
Darren Waller,0,0,0,53,643,2,0,0,0,0,0,0,0,0,0,LVR,te
Darrynton Evans,2,7,0,2,11,0,0,0,0,0,0,0,0,0,0,TEN,NA
Davante Adams,0,0,0,80,1083,5,0,0,0,0,0,0,0,0,0,GNB,wr
David Blough,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,DET,NA
David Johnson,56,176,0,28,214,1,0,0,0,0,0,0,0,0,1,HOU,rb
David Montgomery,113,476,3,12,103,0,0,0,0,0,0,0,0,0,0,CHI,rb
David Njoku,1,1,0,27,407,3,0,0,0,0,0,0,0,0,0,CLE,te
Davis Mills,7,8,0,0,0,0,140,209,1357,7,8,0,0,0,4,HOU,qb
Davis Webb,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,NA
Dawson Knox,0,0,0,31,415,7,0,0,0,0,0,0,0,0,0,BUF,te
Dax Milne,0,0,0,7,71,0,0,0,0,0,0,0,0,0,1,WAS,wr
DeAndre Carter,6,45,0,18,261,3,0,0,0,0,0,0,0,0,3,WAS,wr
DeAndre Hopkins,0,0,0,35,486,7,0,0,0,0,0,0,0,0,0,ARI,wr
Dede Westbrook,0,0,0,8,66,0,0,0,0,0,0,0,0,0,2,MIN,NA
Deebo Samuel,25,203,5,56,1006,5,0,0,0,0,0,0,0,0,2,SFO,wr
DeeJay Dallas,17,64,1,14,99,0,0,0,0,0,0,0,0,0,1,SEA,rb
Demarcus Robinson,0,0,0,16,176,2,0,0,0,0,0,0,0,0,0,KAN,wr
Demetric Felton,6,18,0,13,147,1,0,0,0,0,0,0,0,0,2,CLE,wr
Denzel Mims,0,0,0,7,129,0,0,0,0,0,0,0,0,0,0,NYJ,wr
Deon Jackson,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,NA
Deon Yelder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TAM,NA
Deonte Harris,3,29,0,27,427,2,0,0,0,0,0,0,0,0,2,NOR,wr
Derek Carr,27,73,0,0,0,0,278,413,3414,17,9,0,0,0,8,LVR,qb
Derek Carrier,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,LVR,te
Derek Watt,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,PIT,fb
Derrick Gore,20,80,1,2,13,0,0,0,0,0,0,0,0,0,0,KAN,rb
Derrick Henry,219,937,10,18,154,0,1,1,5,1,0,0,0,0,1,TEN,rb
DeSean Jackson,1,4,0,12,361,2,0,0,0,0,0,0,0,0,1,2TM,wr
DeVante Parker,0,0,0,25,327,1,0,0,0,0,0,0,0,0,0,MIA,wr
Devin Duvernay,4,41,0,24,205,2,0,0,0,0,0,0,0,0,1,BAL,wr
Devin Singletary,98,459,2,26,118,0,0,0,0,0,0,0,0,0,5,BUF,rb
Devine Ozigbo,1,-3,0,1,7,0,0,0,0,0,0,0,0,0,0,2TM,NA
Devonta Freeman,75,324,3,18,125,1,0,0,0,0,0,0,0,0,0,BAL,rb
DeVonta Smith,0,0,0,48,686,4,0,0,0,0,0,0,0,0,1,PHI,wr
Devontae Booker,91,340,2,22,183,1,0,0,0,0,0,0,0,0,0,NYG,rb
Dez Fitzpatrick,0,0,0,5,49,1,0,0,0,0,0,0,0,0,0,TEN,NA
Dezmon Patmon,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,IND,NA
Diontae Johnson,3,36,0,68,809,4,0,0,0,0,0,0,0,0,1,PIT,wr
Diontae Spencer,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,DEN,NA
Dominique Dafney,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,GNB,te
Donald Parham Jr.,0,0,0,16,174,3,0,0,0,0,0,0,0,0,0,LAC,te
Donovan Peoples-Jones,0,0,0,18,340,3,0,0,0,0,0,0,0,0,1,CLE,wr
Dontrell Hilliard,19,166,1,9,49,0,0,0,0,0,0,0,0,0,2,TEN,rb
Drew Lock,0,0,0,0,0,0,16,28,139,0,2,0,0,0,0,DEN,qb
Drew Sample,0,0,0,6,48,0,0,0,0,0,0,0,0,0,0,CIN,te
Duke Johnson,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,NA
Durham Smythe,2,3,0,25,253,0,0,0,0,0,0,0,0,0,0,MIA,te
Dwayne Washington,4,16,0,2,12,0,0,0,0,0,0,0,0,0,0,NOR,NA
Dyami Brown,1,-4,0,8,81,0,0,0,0,0,0,0,0,0,0,WAS,wr
Elijah Mitchell,143,693,4,14,108,0,0,0,0,0,0,0,0,0,0,SFO,rb
Elijah Moore,4,45,1,37,461,4,0,0,0,0,0,0,0,0,0,NYJ,wr
Elijhaa Penny,22,89,1,4,9,0,0,0,0,0,0,0,0,0,0,NYG,rb
Emmanuel Sanders,2,31,0,36,559,4,0,0,0,0,0,0,0,0,0,BUF,wr
Eno Benjamin,23,83,1,1,5,0,0,0,0,0,0,0,0,0,0,ARI,rb
Equanimeous St. Brown,2,24,0,6,62,0,0,0,0,0,0,0,0,0,0,GNB,wr
Eric Ebron,1,1,1,12,84,1,0,0,0,0,0,0,0,0,0,PIT,te
Eric Saubert,0,0,0,8,47,1,0,0,0,0,0,0,0,0,0,DEN,te
Eric Tomlinson,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,BAL,te
Evan Engram,1,-3,0,31,273,2,0,0,0,0,0,0,0,0,1,NYG,te
Evan McPherson,0,0,0,0,0,0,0,0,0,0,0,20,17,34,0,CIN,k
Ezekiel Elliott,160,720,8,38,228,1,1,1,4,0,0,0,0,0,1,DAL,rb
Feleipe Franks,3,6,0,0,0,0,0,1,0,0,1,0,0,0,0,ATL,NA
Foster Moreau,0,0,0,12,135,3,0,0,0,0,0,0,0,0,0,LVR,te
Frank Darby,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,ATL,NA
Freddie Swain,4,29,0,17,201,3,0,0,0,0,0,0,0,0,1,SEA,wr
Gabe Nabers,1,2,0,3,17,0,0,0,0,0,0,0,0,0,0,LAC,fb
Gabriel Davis,0,0,0,17,312,2,0,0,0,0,0,0,0,0,0,BUF,wr
Gardner Minshew II,0,0,0,0,0,0,2,2,11,0,0,0,0,0,0,PHI,NA
Garrett Griffin,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,NOR,te
Gary Brightwell,1,4,0,1,6,0,0,0,0,0,0,0,0,0,0,NYG,NA
Geno Smith,9,42,1,0,0,0,65,95,702,5,1,0,0,0,1,SEA,qb
Geoff Swaim,0,0,0,20,139,2,0,0,0,0,0,0,0,0,0,TEN,te
George Kittle,1,9,0,35,425,3,0,0,0,0,0,0,0,0,2,SFO,te
Gerald Everett,2,7,0,30,272,2,0,0,0,0,0,0,0,0,0,SEA,te
Giovani Bernard,7,55,0,22,116,3,0,0,0,0,0,0,0,0,1,TAM,wr
Godwin Igwebuike,6,85,1,4,36,0,0,0,0,0,0,0,0,0,0,DET,NA
Graham Gano,0,0,0,0,0,0,0,0,0,0,0,25,22,14,0,NYG,k
Greg Joseph,0,0,0,0,0,0,0,0,0,0,0,25,21,24,0,MIN,k
Greg Ward,0,0,0,2,30,2,0,1,0,0,0,0,0,0,0,PHI,NA
Greg Zuerlein,0,0,0,0,0,0,0,0,0,0,0,24,19,22,0,DAL,k
Gunner Olszewski,0,0,0,1,22,0,0,0,0,0,0,0,0,0,1,NWE,NA
Harrison Bryant,0,0,0,16,211,0,0,0,0,0,0,0,0,0,0,CLE,te
Harrison Butker,0,0,0,0,0,0,0,0,0,0,0,18,15,32,0,KAN,k
Hayden Hurst,0,0,0,20,158,1,0,0,0,0,0,0,0,0,3,ATL,te
Henry Ruggs III,3,16,0,24,469,2,0,0,0,0,0,0,0,0,0,LVR,wr
Hunter Henry,0,0,0,35,394,7,0,0,0,0,0,0,0,0,0,NWE,te
Hunter Renfrow,2,7,0,64,658,4,0,0,0,0,0,0,0,0,2,LVR,wr
Ian Thomas,0,0,0,13,146,0,0,0,0,0,0,0,0,0,0,CAR,te
Ihmir Smith-Marsette,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,MIN,NA
Isaiah Ford,0,0,0,7,108,1,0,0,0,0,0,0,0,0,0,MIA,NA
Isaiah McKenzie,5,27,1,5,26,0,0,0,0,0,0,0,0,0,1,BUF,wr
J.D. McKissic,48,212,2,43,397,2,0,0,0,0,0,0,0,0,0,WAS,rb
J.J. Arcega-Whiteside,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,PHI,wr
J.J. Taylor,19,37,2,4,8,0,0,0,0,0,0,0,0,0,1,NWE,rb
Ja'Marcus Bradley,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,CLE,NA
Ja'Marr Chase,6,15,0,50,906,8,0,0,0,0,0,0,0,0,2,CIN,wr
Jack Doyle,0,0,0,26,278,3,0,0,0,0,0,0,0,0,0,IND,te
Jack Fox,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,DET,p
Jack Stoll,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,PHI,te
Jacob Eason,0,0,0,0,0,0,2,5,25,0,1,0,0,0,0,IND,NA
Jacob Hollister,0,0,0,4,21,1,0,0,0,0,0,0,0,0,0,JAX,te
Jacoby Brissett,18,68,1,0,0,0,141,225,1283,5,4,0,0,0,6,MIA,qb
Jacques Patrick,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,NA
Jaelon Darden,1,11,0,6,43,0,0,0,0,0,0,0,0,0,0,TAM,NA
Jake Elliott,0,0,0,0,0,0,0,0,0,0,0,20,18,30,0,PHI,k
Jake Funk,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,NA
Jakeem Grant Sr.,2,11,0,5,24,0,0,0,0,0,0,0,0,0,3,2TM,NA
Jakob Johnson,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,NWE,fb
Jakobi Meyers,0,0,0,59,620,1,2,2,45,0,0,0,0,0,0,NWE,wr
Jalen Guyton,5,34,0,14,199,0,0,0,0,0,0,0,0,0,1,LAC,wr
Jalen Hurts,122,695,8,0,0,0,211,351,2435,13,8,0,0,0,6,PHI,qb
Jalen Reagor,5,25,0,25,201,2,0,0,0,0,0,0,0,0,1,PHI,wr
Jalen Richard,5,8,0,8,45,0,0,0,0,0,0,0,0,0,0,LVR,NA
Jamaal Williams,93,388,2,21,117,0,0,0,0,0,0,0,0,0,0,DET,rb
Jamal Agnew,7,111,1,24,229,1,0,0,0,0,0,0,0,0,1,JAX,wr
Jameis Winston,32,166,1,0,0,0,95,161,1170,14,3,0,0,0,2,NOR,qb
James Conner,146,555,12,18,173,1,0,0,0,0,0,0,0,0,2,ARI,rb
James O'Shaughnessy,0,0,0,10,101,0,0,0,0,0,0,0,0,0,0,JAX,te
James Proche,0,0,0,8,118,0,0,0,0,0,0,0,0,0,0,BAL,NA
James Robinson,129,654,7,27,198,0,0,0,0,0,0,0,0,0,3,JAX,rb
James Washington,2,13,0,17,184,1,0,0,0,0,0,0,0,0,0,PIT,wr
James White,10,38,1,12,94,0,0,0,0,0,0,0,0,0,0,NWE,wr
Jamie Gillan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CLE,p
Jamison Crowder,0,0,0,38,310,2,0,0,0,0,0,0,0,0,1,NYJ,wr
JaMycal Hasty,13,48,1,13,91,0,0,0,0,0,0,0,0,0,0,SFO,rb
Jared Cook,0,0,0,33,371,3,0,0,0,0,0,0,0,0,0,LAC,te
Jared Goff,13,76,0,0,0,0,241,358,2280,10,6,0,0,0,8,DET,qb
Jaret Patterson,32,104,0,2,9,0,0,0,0,0,0,0,0,0,0,WAS,rb
Jarvis Landry,5,34,2,33,356,0,0,0,0,0,0,0,0,0,3,CLE,wr
Jason Cabinda,3,23,0,1,4,0,0,0,0,0,0,0,0,0,0,DET,fb
Jason Myers,0,0,0,0,0,0,0,0,0,0,0,13,9,24,0,SEA,k
Jason Sanders,0,0,0,0,0,0,0,0,0,0,0,20,15,23,0,MIA,k
Jauan Jennings,0,0,0,7,62,2,0,0,0,0,0,0,0,0,0,SFO,wr
Javonte Williams,117,568,2,27,193,1,0,0,0,0,0,0,0,0,1,DEN,rb
Jaylen Waddle,2,3,1,77,759,4,0,0,0,0,0,0,0,0,2,MIA,wr
Jeff Smith,1,-1,0,6,98,0,0,0,0,0,0,0,0,0,0,NYJ,NA
Jeff Wilson Jr.,31,83,0,2,10,0,0,0,0,0,0,0,0,0,1,SFO,rb
Jeremy McNichols,18,69,0,25,215,1,0,0,0,0,0,0,0,0,0,TEN,wr
Jerick McKinnon,7,38,0,10,81,0,0,0,0,0,0,0,0,0,0,KAN,wr
Jermar Jefferson,5,47,2,4,23,0,0,0,0,0,0,0,0,0,0,DET,NA
Jerry Jeudy,2,3,0,24,253,0,0,0,0,0,0,0,0,0,1,DEN,wr
Jesper Horsted,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,CHI,NA
Jesse James,0,0,0,6,58,1,0,0,0,0,0,0,0,0,0,CHI,te
Jimmy Garoppolo,30,40,3,0,0,0,187,280,2342,13,6,0,0,0,5,SFO,qb
Jimmy Graham,0,0,0,6,98,1,0,0,0,0,0,0,0,0,0,CHI,te
Joe Burrow,25,63,1,0,0,0,235,339,2835,22,12,0,0,0,3,CIN,qb
Joe Flacco,2,3,0,0,0,0,27,42,338,3,0,0,0,0,1,NYJ,qb
Joe Fortson,0,0,0,5,47,2,0,0,0,0,0,0,0,0,0,KAN,NA
Joe Mixon,208,924,11,26,192,2,0,0,0,0,0,0,0,0,1,CIN,rb
John Bates,0,0,0,9,74,0,0,0,0,0,0,0,0,0,0,WAS,te
John Kelly,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,NA
John Ross,1,16,0,10,217,1,0,0,0,0,0,0,0,0,1,NYG,wr
