PlayerName,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Terry McLaurin,WAS,73.9,983.5,4.6,0.3,2.2,0,0.5,125.1
DeAndre Hopkins,TEN,67.4,898.1,5.8,0.3,3,0,0.5,123.7
Keenan Allen,CHI,80.6,900.3,5.6,1,6.1,0,1,122.3
Diontae Johnson,CAR,70.7,883,5.7,1,7,0,0.6,121.9
Jordan Addison,MIN,66.8,858.9,6.1,0.3,4,0,0.5,121.8
Xavier Worthy,KC,57.6,844.8,6,3.3,20,0.1,0.8,121.2
Christian Watson,GB,52,756,6.9,4.1,24.5,0.3,0.5,120.2
Rashee Rice,KC,68.7,812.5,6.2,1.5,6.8,0,0.9,117.7
Rome Odunze,CHI,62.3,846.6,5.3,1,6,0,1.1,115.1
Courtland Sutton,DEN,62.7,805.6,5.8,0,1.2,0,1.3,113.2
Ladd McConkey,LAC,67.1,837.1,5,1.4,8.4,0,1.1,112.5
Brian Thomas Jr.,JAC,62.7,825.1,5,0.7,5.8,0,1.1,110.9
Mike Williams,NYJ,57.9,774.7,5.1,2.3,9.2,0,0.5,108.2
Jaxon Smith-Njigba,SEA,71.1,779.9,5.2,0,2,0,0.6,108.1
Tyler Lockett,SEA,67.4,777.5,5.1,0,1.2,0,0.5,107.6
Jameson Williams,DET,51.8,727.8,4.5,4.5,41.4,0.7,0.6,107.3
Keon Coleman,BUF,57.9,773.2,5.2,0.7,4.5,0,1.1,106.7
Jerry Jeudy,CLE,59.5,815.4,4.2,0.3,4.5,0,0.6,106.4
Brandin Cooks,DAL,56.9,696.6,5.4,4,23.1,0.1,0.5,103.9
Jakobi Meyers,LV,64.9,736.8,4.7,1.8,12.5,0.3,0.5,103.6
Gabe Davis,JAC,48.3,723.2,5.4,0.3,1.3,0,0.9,103.2
Joshua Palmer,LAC,59.5,753.9,4.6,0.3,2.8,0,0.8,101.8
Rashid Shaheed,NO,50.7,733.5,4.2,4.3,33.3,0,0.9,100.6
Khalil Shakir,BUF,56.9,737.1,4.4,0.3,4,0,0.2,100.3
Romeo Doubs,GB,54.3,670.5,5.5,0,1.5,0,0.5,99
Curtis Samuel,BUF,58,617.8,4.2,11,66.5,0.8,0.5,97.2
DeMario Douglas,NE,58.2,704.7,3.1,10,50.1,0.2,1.2,92.6
Adam Thielen,CAR,67.3,679.6,4.2,0.3,2.5,0,0.6,92.4
Darnell Mooney,ATL,46.1,642.3,4,2.1,11.7,0.1,0.2,89.5
Dontayvion Wicks,GB,44.9,598.7,4.5,0.3,4.3,0,0.5,86.5
Xavier Legette,CAR,49.8,643.9,3.5,2.8,17.5,0.1,0.4,86.5
Demarcus Robinson,LAR,46.2,591.9,4.4,0.3,7.8,0,0.6,85.2
Jahan Dotson,WAS,48.8,599.5,4.2,0,2.5,0,0.5,84.4
Kendrick Bourne,NE,49.4,597.2,3.8,2.3,15.8,0,0.5,83.3
Adonai Mitchell,IND,46.1,629.3,3.6,0.7,4.8,0,0.8,83.2
Wan'Dale Robinson,NYG,60.3,570.9,2.9,8.1,58.4,0.5,0.5,82
Jermaine Burton,CIN,45.9,590.9,3.8,1,5.7,0,0.4,81.8
Rashod Bateman,BAL,45.6,599.1,3.5,0.3,4.8,0,0.2,81.1
Marvin Mims Jr.,DEN,46,595.8,2.8,6.2,33.5,0.2,0.3,79.9
Michael Wilson,ARI,45,591.8,3.4,0,1.3,0,0.2,79.5
Ja'Lynn Polk,NE,49.9,614,2.8,0.7,5.8,0,0.4,77.8
Quentin Johnston,LAC,44.4,554.2,3.5,1.7,6.9,0,0.2,76.9
Darius Slayton,NYG,40.6,581.9,3.1,0,1.3,0,0.1,76.4
Josh Downs,IND,51.4,584.2,3,0,5,0,0.5,75.7
DJ Chark Jr.,LAC,34.9,504.9,4.3,0,1.3,0,0.5,75.6
Malachi Corley,NYJ,44.9,503.1,3.3,4.4,31.6,0.2,0.1,73.9
Odell Beckham Jr.,MIA,37.4,510.1,3.4,0,2.3,0,0.4,71
Troy Franklin,DEN,42,531.7,3.1,1,5,0,0.7,71
Ricky Pearsall,SF,37.6,485.6,3.5,2.2,14.5,0.1,0.7,70
Roman Wilson,PIT,39.8,517.2,2.9,0.7,10,0,0.4,69.3
Jalin Hyatt,NYG,39.9,534.2,2.3,0,1,0,0.2,67.1
Tyler Boyd,TEN,46.7,501.9,2.3,1.3,7.5,0,0.5,64.1
Jalen McMillan,TB,39.7,475.5,2.8,0.7,7,0,0.7,63.7
Zay Jones,ARI,42.7,454.6,2.9,0.3,3,0,0.5,62.4
Tim Patrick,DEN,32.3,419.4,3.1,0,1,0,0.1,60.3
Luke McCaffrey,WAS,38.1,447.4,2.2,2,13.7,0.1,0.1,59.1
Elijah Moore,CLE,37.5,431,2.5,4.1,14.4,0,0.5,59
Josh Reynolds,DEN,31.9,414.2,2.8,0,1.3,0,0.4,57.6
Trey Palmer,TB,32.3,387.5,2.4,4.2,22.9,0.1,0.2,55.9
Jalen Tolbert,DAL,32.6,406.9,2.5,0,1.7,0,0.2,55.6
Greg Dortch,ARI,35.1,361.4,2.3,3.2,21,0.1,0.1,52
Noah Brown,HOU,25.3,390.7,2.1,0.3,0.8,0,0.1,51.6
Cedrick Wilson Jr.,NO,24.7,308.5,2.6,0.3,2.3,0,0.1,46.5
A.T. Perry,NO,21.4,317.1,2.4,0.3,2,0,0,46
Alec Pierce,IND,22.7,340.9,2,0,1,0,0,45.9
Devontez Walker,BAL,25.4,311.1,2.3,0,3.5,0,0.1,45.2
KaVontae Turpin,DAL,17.8,210,2.6,8.7,66.9,0.4,0.4,44.7
Van Jefferson,PIT,24.2,326.2,1.9,0,4,0,0.1,44.1
Nelson Agholor,BAL,24.3,306.1,2.3,0,2,0,0.2,44
Jonathan Mingo,CAR,29.4,342,1.6,0,2,0,0.1,43.9
Cedric Tillman,CLE,24.1,303.3,1.9,0,1.7,0,0.1,41.8
Tre Tucker,LV,25.6,305,1.6,0,11.7,0,0.2,41.2
K.J. Osborn,NE,24.3,292.9,1.7,0,2,0,0.1,39.2
Trenton Irwin,CIN,22.2,277.9,1.8,0,1.5,0,0.1,38.9
Kalif Raymond,DET,22.3,269.7,1.6,2.3,22.4,0.1,0.2,38.6
Javon Baker,NE,22.5,268.6,1.8,0,9.5,0,0,38.3
Treylon Burks,TEN,21,279.7,1.3,1.8,14.4,0,0.6,36.6
Brandon Johnson,DEN,15.7,211.5,2.5,0,3.7,0,0,36.3
Andrei Iosivas,CIN,21.4,244.8,1.9,0,2,0,0.1,36
JuJu Smith-Schuster,NE,24.1,267,1.5,0,2,0,0,35.7
Calvin Austin III,PIT,20.6,235.6,1.2,4.5,31.9,0.1,0.1,34.2
Tutu Atwell,LAR,18.4,242.2,1.2,2.2,14.1,0.1,0.1,33.4
Robert Woods,HOU,22.2,242.4,1.4,1,5.7,0,0,33.2
Xavier Gipson,NYJ,17.9,202.6,1.5,4.6,32.5,0.2,0.1,33
Parker Washington,JAC,21,223.7,1.6,0,4,0,0,32.6
KhaDarel Hodge,ATL,17.8,238.6,1.5,0,0,0,0.2,32.3
Malik Washington,MIA,17.2,213.2,1.4,2.1,18.8,0.1,0,31.6
Brenden Rice,LAC,20,246,1,0,6,0,0,31.2
Bub Means,NO,18.2,220.5,1.5,0,0,0,0.1,30.6
Brandon Powell,MIN,21.1,207.9,1.3,1.9,14.7,0,0.1,30
Jake Bobo,SEA,16.7,194.5,1.3,4.2,18.7,0.2,0.1,29.8
Jauan Jennings,SF,16.3,203,1.4,0,2,0,0.1,28.5
Jalen Nailor,MIN,16.6,220.3,0.9,0,0.3,0,0.1,27.5
Marquez Valdes-Scantling,BUF,12.3,191.2,1.3,0,1.3,0,0.1,26.7
Justin Watson,KC,12.9,177.6,1.4,0,0,0,0.1,26.1
Quez Watkins,PIT,14,196,1,0,5,0,0,26.1
Mack Hollins,BUF,13.3,172.3,1.2,0,0,0,0,24.4
Russell Gage,BAL,14,175,1,0,4,0,0,23.9
Deven Thompkins,CAR,12,139,1,0,36,0,0,23.5
Ryan Flournoy,DAL,13,156.2,1.2,0,0,0,0.1,22.4
Dyami Brown,WAS,12.1,159.5,1,0,2,0,0.1,22.1
Allen Lazard,NYJ,11.2,145.8,1.1,0,0.7,0,0.1,21.1
Jamari Thrash,CLE,11,141,1,0,6,0,0,20.7
Tyler Scott,CHI,11.1,128.4,0.9,2.1,20.6,0.1,0,20.3
Jacob Cowing,SF,11,134,1,0,6,0,0,20
Marcus Rosemy-Jacksaint,WAS,10,126,1,0,6,0,0,19.2
Derius Davis,LAC,9.4,106.5,0.7,6.7,38.6,0.1,0.1,19.2
Mecole Hardman Jr.,KC,9.9,125.5,0.7,0,18.5,0,0,18.4
Ainias Smith,PHI,10.4,128.2,0.9,0,3,0,0,18.3
Kadarius Toney,KC,7.8,88.7,0.6,7.5,44.3,0.2,0.1,18.2
Chris Moore,ARI,10.6,134.1,0.6,0,8,0,0,17.7
Jordan Whittington,LAR,10.7,131.1,0.8,0,0,0,0.1,17.6
David Bell,CLE,12.4,131.7,0.7,0,1.7,0,0,17.5
Robbie Chosen,SF,9,111,1,0,4,0,0,17.5
Ray-Ray McCloud III,ATL,10.3,106,0.8,2.4,15.5,0.1,0.1,17.2
Parris Campbell,PHI,12.1,123.9,0.8,0,1.7,0,0.1,16.9
Johnny Wilson,PHI,10.2,121.4,0.7,0,2.5,0,0,16.8
Olamide Zaccheaus,WAS,8.8,118.7,0.7,0,2.5,0,0,16.4
Chase Claypool,BUF,8.9,111.7,0.8,0,2.5,0,0,16.3
Donovan Peoples-Jones,DET,8.8,120.1,0.7,0,1.3,0,0,16
Danny Gray,SF,7,94,1,0,4,0,0,15.8
Jalen Guyton,LV,6.6,90.3,0.6,6,25,0.2,0.1,15.8
D.J. Montgomery,IND,9.6,114.8,0.6,0,3,0,0,15.5
Jamison Crowder,WAS,12.9,126.3,0.5,0,0,0,0.2,15.3
Skyy Moore,KC,8.9,103,0.8,0,3,0,0,15.1
Isaiah Hodgins,NYG,8.7,108.8,0.6,0,2,0,0,14.6
Xavier Hutchinson,HOU,7.9,98.5,0.6,0,9.5,0,0,14.3
Trent Sherfield Sr.,MIN,8.3,103.3,0.6,0,1.3,0,0,14.1
Rakim Jarrett,TB,7.8,97.3,0.6,0,5,0,0,13.7
Ashton Dulin,IND,7.7,90.1,0.8,0,2,0,0,13.7
David Moore,CAR,7.5,100.6,0.6,0,1.7,0,0.1,13.7
Braxton Berrios,MIA,10.2,100.7,0.5,0,4,0,0,13.5
Allen Robinson II,NYG,9,88.8,0.7,0,2,0,0,13.1
Devin Duvernay,JAC,8.1,82.5,0.4,3.3,16.9,0.1,0.1,12.7
Kayshon Boutte,NE,7,88.1,0.6,0,2.5,0,0,12.6
Nick Westbrook-Ikhine,TEN,7,94.1,0.5,0,1.3,0,0,12.6
Isaiah McKenzie,NYG,9,80,0.5,1.9,10.1,0.1,0.1,12.5
Kyle Philips,TEN,9,104.1,0.3,0,2,0,0,12.4
Bo Melton,GB,6.7,79.2,0.6,1.1,6.5,0,0.1,11.9
John Metchie III,HOU,6.9,81.5,0.5,0,2.7,0,0,11.6
Tyquan Thornton,NE,6,76.7,0.6,0,4,0,0,11.6
Jason Brownlee,NYJ,6.3,78.4,0.6,0,1.5,0,0,11.5
Justyn Ross,KC,5.8,73.1,0.7,0,0,0,0,11.3
Ronnie Bell,SF,6.3,75.9,0.6,0,2,0,0,11.3
Zach Pascal,ARI,6,75.7,0.6,0,2,0,0,11.3
Jalen Reagor,NE,5.5,74.6,0.5,1,5.3,0,0,11.2
KJ Hamler,BUF,5.4,74.3,0.6,0,2.5,0,0,11.2
Deonte Harty,BAL,5.8,70.6,0.6,0,5,0,0,10.9
Laviska Shenault Jr.,SEA,5.8,61.6,0.2,3.2,28.9,0.1,0.1,10.7
Charlie Jones,CIN,6.2,76,0.5,0,1.7,0,0,10.6
Michael Woods II,CLE,5.3,68.8,0.6,0,2,0,0,10.6
Ben Skowronek,HOU,5.4,65.9,0.6,0,2,0,0,10.3
Sterling Shepard,TB,7,71.4,0.5,0,0,0,0.1,10.3
Chris Conley,SF,5.3,64.9,0.6,0,2,0,0,10.2
Dee Eskridge,SEA,5.3,64.8,0.3,4.3,15.4,0.1,0,10.1
Malik Heath,GB,5.4,64.6,0.6,0,1.5,0,0,10.1
Jalen Brooks,DAL,5.4,65.1,0.5,0,0,0,0.1,9.5
Tim Jones,JAC,4.9,56.9,0.6,0,2,0,0,9.4
Equanimeous St. Brown,NO,4.3,56.7,0.6,0,2,0,0,9.4
Anthony Gould,IND,6.2,69.9,0.3,0,0,0,0,8.9
Scotty Miller,PIT,5.6,69.3,0.3,0,1.3,0,0,8.6
Simi Fehoko,LAC,5.2,60.4,0.3,0,0,0,0,8.1
Terrace Marshall Jr.,CAR,4.9,61.1,0.1,0,2,0,0,6.9
Phillip Dorsett II,DEN,4.3,47.4,0.3,0,0,0,0,6.6
Josh Ali,ATL,3.5,43.6,0.3,0,0,0,0,6.4
Racey McMath,DAL,3.4,42.7,0.4,0,0,0,0,6.4
Tyler Johnson,LAR,3.4,40.2,0.3,0,0,0,0,6
Tylan Wallace,BAL,4,50.7,0.1,0,2,0,0,6
Ihmir Smith-Marsette,CAR,2.4,28.6,0.1,2.1,14.1,0.1,0.1,5.7
River Cracraft,MIA,3.7,42.1,0.2,0,0,0,0,5.6
Dareke Young,SEA,3.4,39.8,0.3,0,0,0,0,5.5
Easop Winston Jr.,SEA,3.4,39.5,0.3,0,0,0,0,5.5
Denzel Mims,JAC,3.4,39.8,0.2,0,0,0,0,5.2
Dax Milne,LV,3.4,39.5,0.2,0,0,0,0,5
DJ Turner,LV,3.3,37.8,0.2,0,0,0,0.1,4.9
Jaelon Darden,CLE,3.2,37.1,0.2,0,0,0,0,4.8
James Proche II,CLE,3.2,36.9,0.2,0,0,0,0,4.8
Lil'Jordan Humphrey,DEN,3,36.5,0.2,0,0,0,0,4.7
Miles Boykin,NYG,3.3,35.9,0.2,0,0,0,0,4.6
David Sills,DEN,3,32.8,0.2,0,0,0,0,4.3
Tre'Quan Smith,DET,1.9,24.4,0.2,0,0,0,0,3.5
Andy Isabella,BUF,1.8,23.3,0.2,0,0,0,0,3.4
Tom Kennedy,DET,1.7,22.2,0.2,0,0,0,0,3.2
Austin Mack,ATL,1.8,22,0.2,0,0,0,0,3.2
Daurice Fountain,DET,1.7,22,0.2,0,0,0,0,3.2
Maurice Alexander,DET,1.7,21.9,0.2,0,0,0,0,3.2
Antoine Green,DET,1.7,21.8,0.2,0,0,0,0,3.2
Samori Toure,GB,1.7,21.2,0.2,0,0,0,0,3.1
Montrell Washington,KC,1.8,21.2,0.2,0,0,0,0,3.1
Dante Pettis,CHI,1.7,20.9,0.2,0,0,0,0,3.1
Collin Johnson,CHI,1.7,20.2,0.2,0,0,0,0,3
Braylon Sanders,MIA,1.8,20.2,0.2,0,0,0,0,3
Erik Ezukanma,MIA,1.8,20.1,0.2,0,0,0,0,3
Nsimba Webster,CHI,1.7,19.9,0.2,0,0,0,0,3
Anthony Schwartz,MIA,1.7,19.9,0.2,0,0,0,0,3
Seth Williams,JAC,1.8,19.9,0.2,0,0,0,0,3
Shedrick Jackson,CIN,1.7,19.9,0.2,0,0,0,0,3
Kwamie Lassiter II,CIN,1.7,19.9,0.2,0,0,0,0,3
Velus Jones Jr.,CHI,1.7,19.8,0.2,0,0,0,0,3
Elijah Cooks,JAC,1.8,19.7,0.2,0,0,0,0,3
Stanley Morgan Jr.,NO,1.7,19.6,0.2,0,0,0,0,3
Cephus Johnson III,TB,1.7,19.6,0.2,0,0,0,0,3
Cody White,SEA,1.7,19.5,0.2,0,0,0,0,3
Irvin Charles,NYJ,1.7,18.8,0.2,0,0,0,0,2.9
Mason Kinsey,TEN,1.5,18.8,0.2,0,0,0,0,2.9
Colton Dowell,TEN,1.5,18.8,0.2,0,0,0,0,2.9
Malik Taylor,NYJ,1.7,18.7,0.2,0,0,0,0,2.9
Lance McCutcheon,NYJ,1.7,18.6,0.2,0,0,0,0,2.9
Tyrie Cleveland,IND,1.5,18.5,0.2,0,0,0,0,2.9
Jacob Harris,PHI,1.6,18.5,0.2,0,0,0,0,2.9
Britain Covey,PHI,1.6,18.5,0.2,0,0,0,0,2.9
Kristian Wilkerson,LV,1.5,18.2,0.2,0,0,0,0,2.8
Juwann Winfree,IND,1.5,18.2,0.2,0,0,0,0,2.8
Trishton Jackson,MIN,1.6,18,0.2,0,0,0,0,2.8
N'Keal Harry,MIN,1.6,17.3,0.2,0,0,0,0,2.7
Marquez Callaway,NO,1.4,17.2,0.2,0,0,0,0,2.7
Cam Sims,CAR,1.6,20.9,0.1,0,0,0,0,2.7
Dez Fitzpatrick,PIT,1.5,16.5,0.2,0,0,0,0,2.7
Jalen Virgil,DEN,1.5,17.3,0.2,0,0,0,0,2.6
Andre Baccellia,ARI,1.5,16.8,0.2,0,0,0,0,2.6
Mike Strachan,CAR,1.5,19.7,0.1,0,0,0,0,2.6
Jeff Smith,ARI,1.5,16.9,0.1,0,0,0,0,2.5
Gunner Olszewski,NYG,1.7,17.7,0.1,0,0,0,0,2.4
Kawaan Baker,NE,1.5,19.4,0.1,0,0,0,0,2.4
Quintez Cephus,HOU,0.5,1.5,0.1,0,0,0,0,0.4
