PlayerName,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Troy Niklas,ARI,8.4,92,0.5,0,12.2
Jeff Cumberland,SD,1.3,87.7,0.6,0,12.1
Trey Burton,PHI,9.3,96.9,0.5,0.2,12.1
Michael Hoomanawanui,NO,7.6,70.9,0.9,0.3,11.6
Matt Spaeth,FA,8.8,76.9,0.5,0,10.9
Seth DeValve,CLE,7,82,0.3,0,10
Derek Carrier,WAS,11,100,0,0,10
C.J. Uzomah,CIN,6,53.9,0.7,0.1,9.6
Cooper Helfet,FA,5.8,66.7,0.5,0,9.5
Demetrius Harris,KC,5.7,56.8,0.5,0,8.9
Justice Cunningham,LA,5,50.5,0.5,0,8.1
Zach Sudfeld,NYJ,4.6,67.7,0.2,0,7.7
Justin Perillo,GB,5.9,60.6,0.2,0,7.1
Temarrick Hemingway,LA,5,48,0.3,0,6.6
Logan Paulsen,WAS,4.4,45,0.3,0,6.5
David Johnson,PIT,4.4,48.3,0.2,0,6
Sean McGrath,SD,4.4,49.4,0.1,0,5.8
Jerell Adams,NYG,4,44.5,0.2,0,5.4
Luke Stocker,TB,5.6,41.8,0.2,0,5.4
Nic Jacobs,FA,4.5,52.5,0,0,5.3
Emmanuel Bibbs,FA,4.2,42.1,0.1,0,4.8
Nick Boyle,BAL,4,46,0,0,4.6
Brandon Bostick,NYJ,4,45.5,0,0,4.6
Nick Vannett,SEA,3.3,31.5,0.2,0,4.4
Ben Braunecker,CHI,3.7,35.8,0.1,0,4.2
Malcolm Johnson,CLE,3.9,28.4,0.2,0,4
Clay Harbor,NE,3.2,31.9,0.1,0,3.9
Nick O'Leary,BUF,2,27,0.2,0,3.9
Erik Swoope,IND,3.9,26.3,0.1,0,3.5
Brandon Myers,TB,2.9,28.5,0.1,0,3.2
Darren Waller,BAL,2.9,22.8,0.1,0,2.9
Matthew Mulligan,FA,2,23.2,0.1,0,2.9
Phillip Supernaw,TEN,2.3,19.2,0.1,0,2.7
Brian Parker,KC,1.5,14.3,0.1,0,2.1
John Phillips,DEN,1.4,13.1,0.1,0,2.1
Khari Lee,CHI,1.6,14.1,0.1,0,2
Asante Cleveland,SD,2,13.2,0.1,0,1.8
Beau Sandland,CAR,1.3,12,0,0,1.4
Andrew Quarless,DET,0.7,8.1,0.1,0,1.2
Rico Gathers,DAL,1,6,0,0,0.6
MarQueis Gray,MIA,0.5,5,0,0,0.5
Randall Telfer,CLE,0.5,4,0,0,0.4
Thomas Duarte,MIA,0.5,3.5,0,0,0.4
Xavier Grimble,PIT,0,1,0,0,0.1
Scott Simonson,CAR,0,1,0,0,0.1
Matt LaCosse,FA,0,1,0,0,0.1
Bear Pascoe,FA,0,0,0,0,0
Chase Coffman,IND,0,0,0,0,0
Owen Daniels,FA,0,0,0,0,0
Scott Chandler,FA,0,0,0,0,0
Orson Charles,DET,0,0,0,0,0
Dominique Jones,MIA,0,0,0,0,0
Brandon Williams,SEA,0,0,0,0,0
Chris Pantale,PHI,0,0,0,0,0
Marcel Jensen,WAS,0,0,0,0,0
RaShaun Allen,FA,0,0,0,0,0
Chris Manhertz,NO,0,0,0,0,0
AJ Derby,NE,0,0,0,0,0
Geoff Swaim,DAL,0,0,0,0,0
Kennard Backman,GB,0,0,0,0,0
Gabe Holmes,OAK,0,0,0,0,0
