Name,Att.rush,Yds.rush,TD.rush,Rec.catch,Yds.catch,TD.catch,Cmp.pass,Att.pass,Yds.pass,TD.pass,Int.pass,FGA,FGM,XPM,Fmb,Tm,Pos
Andrew Franks,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,MIA,k
Andrew Hawkins,2,0,0,25,257,3,0,0,0,0,0,0,0,0,0,CLE,wr
Andrew Luck,51,246,1,0,0,0,236,375,2827,19,8,0,0,0,4,IND,qb
Andy Dalton,34,139,3,0,0,0,233,360,2760,11,6,0,0,0,4,CIN,qb
Andy Janovich,4,33,1,4,45,0,0,0,0,0,0,0,0,0,0,DEN,fb
Anquan Boldin,0,0,0,41,323,5,0,0,0,0,0,0,0,0,0,DET,wr
Anthony Fasano,0,0,0,6,54,2,0,0,0,0,0,0,0,0,0,TEN,te
Anthony Sherman,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,KAN,rb
Antone Smith,10,47,0,6,77,0,0,0,0,0,0,0,0,0,2,TAM,rb
Antonio Andrews,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,
Antonio Brown,3,9,0,77,907,7,0,0,0,0,0,0,0,0,0,PIT,wr
Antonio Gates,0,0,0,30,290,5,0,0,0,0,0,0,0,0,1,SDG,te
Antwon Blake,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,
Arian Foster,22,55,0,6,78,0,0,0,0,0,0,0,0,0,1,MIA,rb
Arrelious Benn,0,0,0,5,116,1,0,0,0,0,0,0,0,0,0,JAX,
Austin Hooper,0,0,0,15,249,2,0,0,0,0,0,0,0,0,0,ATL,te
Austin Seferian-Jenkins,0,0,0,5,61,1,0,0,0,0,0,0,0,0,0,2TM,
Ben Braunecker,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,CHI,te
Ben Koyack,0,0,0,8,76,0,0,0,0,0,0,0,0,0,0,JAX,te
Bennie Fowler,0,0,0,8,59,1,0,0,0,0,0,0,0,0,0,DEN,
Benny Cunningham,20,102,0,15,79,0,0,0,0,0,0,0,0,0,1,LAR,
Ben Roethlisberger,8,22,1,0,0,0,228,353,2524,20,7,0,0,0,7,PIT,qb
Bilal Powell,40,272,1,36,240,1,0,0,0,0,0,0,0,0,1,NYJ,
Blaine Gabbert,39,172,2,1,-16,0,87,150,890,5,6,0,0,0,0,SFO,qb
Blair Walsh,0,0,0,0,0,0,0,0,0,0,0,16,12,15,0,MIN,k
Blake Bell,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,SFO,
Blake Bortles,37,213,1,0,0,0,250,415,2623,18,13,0,0,0,4,JAX,qb
Bobby Rainey,16,58,0,17,133,0,0,0,0,0,0,0,0,0,0,NYG,
Bradley Marquez,1,2,0,2,25,0,0,0,0,0,0,0,0,0,0,LAR,
Brandin Cooks,5,26,0,51,736,6,0,0,0,0,0,0,0,0,0,NOR,wr
Brandon Bolden,1,4,0,2,15,0,0,0,0,0,0,0,0,0,0,NWE,
Brandon Bostick,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,NYJ,te
Brandon Coleman,0,0,0,19,223,2,0,0,0,0,0,0,0,0,0,NOR,wr
Brandon LaFell,1,-2,0,33,419,4,0,0,0,0,0,0,0,0,0,CIN,wr
Brandon Marshall,0,0,0,43,601,2,0,0,0,0,0,0,0,0,0,NYJ,wr
Brandon McManus,0,0,0,0,0,0,0,0,0,0,0,24,21,22,0,DEN,k
Brandon Myers,0,0,0,4,29,1,0,0,0,0,0,0,0,0,0,TAM,te
Brandon Tate,2,18,0,6,96,0,0,0,0,0,0,0,0,0,0,BUF,wr
Brandon Williams,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,SEA,te
Braxton Miller,2,-1,0,14,87,1,0,0,0,0,0,0,0,0,0,HOU,wr
Brent Celek,0,0,0,7,107,0,0,0,0,0,0,0,0,0,1,PHI,te
Breshad Perriman,1,2,0,20,280,1,0,0,0,0,0,0,0,0,0,BAL,wr
Brett Hundley,1,0,0,0,0,0,2,7,17,0,1,0,0,0,1,GNB,
Brian Hoyer,7,-2,0,0,0,0,134,200,1445,6,0,0,0,0,3,CHI,qb
Brian Quick,0,0,0,29,442,3,0,0,0,0,0,0,0,0,0,LAR,wr
Brice Butler,0,0,0,13,174,2,0,0,0,0,0,0,0,0,0,DAL,wr
Brittan Golden,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,ARI,
Brock Osweiler,21,89,0,1,-6,0,216,363,2061,12,10,0,0,0,5,HOU,qb
Bryan Walters,0,0,0,2,14,1,0,0,0,0,0,0,0,0,1,JAX,
Bryce Petty,0,0,0,0,0,0,21,34,182,1,1,0,0,0,0,NYJ,qb
Bryce Treggs,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,PHI,wr
Cairo Santos,0,0,0,0,0,0,0,0,0,0,0,26,23,19,0,KAN,k
Caleb Sturgis,0,0,0,0,0,0,0,0,0,0,0,27,23,20,0,PHI,k
Cameron Artis-Payne,36,144,2,1,11,0,0,0,0,0,0,0,0,0,0,CAR,rb
Cameron Brate,0,0,0,37,393,5,0,0,0,0,0,0,0,0,1,TAM,te
Cameron Meredith,1,6,0,33,430,2,0,0,0,0,0,0,0,0,3,CHI,wr
Cam Newton,62,268,4,0,0,0,175,310,2186,11,7,0,0,0,1,CAR,qb
Carlos Hyde,141,529,6,16,90,0,0,0,0,0,0,0,0,0,2,SFO,rb
Carson Palmer,8,35,0,0,0,0,227,369,2642,13,10,0,0,0,10,ARI,qb
Carson Wentz,28,48,0,0,0,0,225,356,2339,11,7,0,0,0,10,PHI,qb
Case Keenum,20,51,1,0,0,0,191,313,2169,9,11,0,0,0,5,LAR,qb
Cecil Shorts,0,0,0,9,132,0,0,0,0,0,0,0,0,0,0,TAM,wr
Chad Henne,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,
Chandler Catanzaro,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,ARI,k
Charcandrick West,48,183,0,22,127,0,0,0,0,0,0,0,0,0,0,KAN,rb
Charles Clay,0,0,0,34,306,0,0,0,0,0,0,0,0,0,0,BUF,te
Charles Johnson,0,0,0,7,101,0,0,0,0,0,0,0,0,0,0,MIN,wr
Charles Sims,41,116,1,14,112,1,0,0,0,0,0,0,0,0,1,TAM,rb
Charlie Whitehurst,2,1,0,0,0,0,14,24,182,1,1,0,0,0,0,CLE,
Charone Peake,0,0,0,13,109,0,0,0,0,0,0,0,0,0,0,NYJ,wr
Chester Rogers,0,0,0,11,156,0,0,0,0,0,0,0,0,0,2,IND,wr
Chris Boswell,0,0,0,0,0,0,0,0,0,0,0,16,12,22,0,PIT,k
Chris Conley,0,0,0,31,354,0,0,0,0,0,0,0,0,0,1,KAN,wr
Chris Harper,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,SFO,
Chris Hogan,1,2,0,19,391,2,0,0,0,0,0,0,0,0,1,NWE,wr
Chris Ivory,84,306,1,15,106,0,0,0,0,0,0,0,0,0,4,JAX,
Chris Johnson,25,95,1,0,0,0,0,0,0,0,0,0,0,0,0,ARI,
Chris Jones,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,p
Chris Moore,2,12,0,6,41,0,0,0,0,0,0,0,0,0,0,BAL,
Chris Thompson,51,242,1,31,231,1,0,0,0,0,0,0,0,0,1,WAS,
Christine Michael,117,469,6,20,96,1,0,0,0,0,0,0,0,0,2,SEA,rb
C.J. Anderson,110,437,4,16,128,1,0,0,0,0,0,0,0,0,0,DEN,rb
C.J. Fiedorowicz,0,0,0,35,387,3,0,0,0,0,0,0,0,0,0,HOU,te
C.J. Prosise,30,172,1,17,208,0,0,0,0,0,0,0,0,0,0,SEA,rb
C.J. Spiller,4,13,0,5,43,1,0,0,0,0,0,0,0,0,1,2TM,
C.J. Uzomah,0,0,0,17,193,0,0,0,0,0,0,0,0,0,0,CIN,te
Clay Harbor,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,2TM,
Clive Walford,0,0,0,23,227,1,0,0,0,0,0,0,0,0,0,OAK,te
Cobi Hamilton,0,0,0,8,122,1,0,0,0,0,0,0,0,0,0,PIT,wr
Coby Fleener,1,2,1,33,402,3,0,0,0,0,0,0,0,0,2,NOR,te
Cody Kessler,11,18,0,0,0,0,126,192,1369,6,2,0,0,0,4,CLE,qb
Cody Latimer,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,DEN,wr
Cody Parkey,0,0,0,0,0,0,0,0,0,0,0,16,12,12,0,CLE,k
Cole Beasley,1,7,0,53,591,5,0,1,0,0,0,0,0,0,0,DAL,wr
Cole Wick,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,DET,
Colin Kaepernick,36,260,1,0,0,0,86,162,1144,7,2,0,0,0,6,SFO,qb
Colton Schmidt,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,BUF,p
Connor Barth,0,0,0,0,0,0,0,0,0,0,0,17,13,16,0,CHI,k
Connor Hamlett,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,CLE,te
Cordarrelle Patterson,4,15,0,34,309,2,0,0,0,0,0,0,0,0,1,MIN,wr
Corey Brown,0,0,0,20,194,1,0,0,0,0,0,0,0,0,1,CAR,wr
Corey Coleman,0,0,0,17,270,2,0,0,0,0,0,0,0,0,0,CLE,wr
Corey Grant,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,JAX,
Crockett Gillmore,0,0,0,8,71,1,0,0,0,0,0,0,0,0,0,BAL,te
Dak Prescott,33,141,4,0,0,0,214,316,2640,17,2,0,0,0,6,DAL,qb
Damien Williams,23,95,3,12,155,2,0,0,0,0,0,0,0,0,0,MIA,
Dan Bailey,0,0,0,0,0,0,0,0,0,0,0,21,19,30,0,DAL,k
Dan Carpenter,0,0,0,0,0,0,0,0,0,0,0,18,14,25,0,BUF,k
Daniel Lasco,11,32,0,2,11,0,0,0,0,0,0,0,0,0,0,NOR,
Danny Amendola,0,0,0,19,205,4,0,0,0,0,0,0,0,0,3,NWE,wr
Danny Woodhead,19,116,0,6,35,1,0,0,0,0,0,0,0,0,0,SDG,rb
Darren Fells,0,0,0,10,83,0,0,0,0,0,0,0,0,0,0,ARI,te
Darren Sproles,63,319,0,34,304,1,0,0,0,0,0,0,0,0,1,PHI,rb
Darren Waller,0,0,0,4,31,1,0,0,0,0,0,0,0,0,0,BAL,te
Darrius Heyward-Bey,1,60,1,5,68,2,0,0,0,0,0,0,0,0,0,PIT,
Daryl Richardson,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,
Davante Adams,0,0,0,53,663,6,0,0,0,0,0,0,0,0,2,GNB,wr
David Johnson,197,863,10,47,510,2,0,0,0,0,0,0,0,0,2,ARI,rb
DeAndre Hopkins,0,0,0,50,540,3,0,0,0,0,0,0,0,0,0,HOU,wr
DeAndre Washington,63,302,0,13,72,0,0,0,0,0,0,0,0,0,1,OAK,rb
DeAngelo Williams,75,276,3,15,91,1,0,0,0,0,0,0,0,0,0,PIT,rb
De'Anthony Thomas,2,2,0,4,26,0,0,0,0,0,0,0,0,0,0,KAN,
Delanie Walker,1,3,0,46,607,5,0,0,0,0,0,0,0,0,1,TEN,te
DeMarco Murray,212,1000,8,40,268,3,1,1,10,1,0,0,0,0,2,TEN,rb
Demaryius Thomas,0,0,0,55,678,5,0,0,0,0,0,0,0,0,2,DEN,wr
Demetrius Harris,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,KAN,te
Denard Robinson,7,35,0,2,11,0,0,0,0,0,0,0,0,0,0,JAX,
Dennis Pitta,0,0,0,49,405,0,0,0,0,0,0,0,0,0,0,BAL,te
Deonte Thompson,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,CHI,wr
Derek Anderson,1,4,0,0,0,0,36,52,453,2,4,0,0,0,1,CAR,qb
Derek Carr,24,62,0,0,0,0,255,385,2800,20,4,0,0,0,3,OAK,qb
Derek Watt,1,2,0,3,67,0,0,0,0,0,0,0,0,0,0,SDG,fb
Derrick Henry,62,252,1,9,107,0,0,0,0,0,0,0,0,0,0,TEN,rb
DeSean Jackson,0,0,0,34,467,2,0,0,0,0,0,0,0,0,0,WAS,wr
Devante Parker,0,0,0,38,485,2,0,0,0,0,0,0,0,0,0,MIA,wr
Devin Funchess,0,0,0,16,266,3,0,0,0,0,0,0,0,0,0,CAR,wr
Devin Street,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,IND,
Devontae Booker,104,396,2,17,119,0,0,0,0,0,0,0,0,0,3,DEN,rb
Devonta Freeman,145,669,3,31,252,2,0,0,0,0,0,0,0,0,0,ATL,rb
Dexter McCluster,3,2,0,7,36,0,0,0,0,0,0,0,0,0,0,SDG,
Dez Bryant,0,0,0,28,478,5,0,0,0,0,0,0,0,0,0,DAL,wr
Dion Lewis,5,23,0,3,26,0,0,0,0,0,0,0,0,0,0,NWE,rb
Dion Sims,0,0,0,11,114,0,0,0,0,0,0,0,0,0,0,MIA,te
D.J. Foster,7,24,0,1,2,0,0,0,0,0,0,0,0,0,0,NWE,
Dominique Jones,0,0,0,6,54,1,0,0,0,0,0,0,0,0,0,MIA,te
Donald Penn,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,OAK,t
Don Jackson,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,rb
Dontari Poe,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KAN,dl
Donte Moncrief,1,-1,0,18,206,4,0,0,0,0,0,0,0,0,0,IND,wr
Dontrelle Inman,0,0,0,32,408,1,0,0,0,0,0,0,0,0,0,SDG,wr
Dorial Green-Beckham,0,0,0,23,248,2,0,0,0,0,0,0,0,0,0,PHI,wr
Doug Baldwin,1,-4,0,54,733,5,1,1,15,1,0,0,0,0,0,SEA,wr
Doug Martin,65,181,1,9,89,0,0,0,0,0,0,0,0,0,0,TAM,rb
Drew Brees,15,18,1,0,0,0,298,420,3277,26,8,0,0,0,2,NOR,qb
Drew Butler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ARI,p
Drew Kaser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SDG,p
Drew Stanton,3,-3,0,0,0,0,17,44,184,2,2,0,0,0,0,ARI,qb
DuJuan Harris,30,116,0,7,101,1,0,0,0,0,0,0,0,0,1,SFO,rb
Duke Johnson,51,257,1,42,384,0,0,0,0,0,0,0,0,0,1,CLE,rb
Dustin Hopkins,0,0,0,0,0,0,0,0,0,0,0,27,23,23,0,WAS,k
Dwayne Allen,0,0,0,19,207,2,0,0,0,0,0,0,0,0,1,IND,te
Dwayne Washington,41,108,1,4,20,0,0,0,0,0,0,0,0,0,0,DET,
Ed Dickson,0,0,0,9,106,1,0,0,0,0,0,0,0,0,0,CAR,te
Eddie Lacy,71,360,0,4,28,0,0,0,0,0,0,0,0,0,0,GNB,rb
Eddie Royal,0,0,0,32,375,2,0,0,0,0,0,0,0,0,2,CHI,wr
EJ Manuel,5,13,0,0,0,0,2,5,45,0,0,0,0,0,1,BUF,
Eli Manning,16,-4,0,0,0,0,246,386,2708,17,10,0,0,0,5,NYG,qb
Eli Rogers,0,0,0,27,300,2,0,0,0,0,0,0,0,0,0,PIT,wr
Emmanuel Sanders,0,0,0,54,668,3,0,0,0,0,0,0,0,0,1,DEN,wr
Eric Decker,0,0,0,9,194,2,0,0,0,0,0,0,0,0,0,NYJ,wr
Eric Ebron,1,1,1,35,451,1,0,0,0,0,0,0,0,0,0,DET,te
Erik Swoope,0,0,0,7,130,0,0,0,0,0,0,0,0,0,0,IND,te
Ezekiel Elliott,223,1102,9,22,280,1,0,0,0,0,0,0,0,0,3,DAL,rb
Fitzgerald Toussaint,4,10,0,1,9,0,0,0,0,0,0,0,0,0,0,PIT,
Fozzy Whittaker,39,191,0,23,187,0,0,0,0,0,0,0,0,0,1,CAR,
Frank Gore,163,642,4,28,201,3,0,0,0,0,0,0,0,0,1,IND,rb
Freddie Martino,0,0,0,2,52,1,0,0,0,0,0,0,0,0,0,TAM,
Garrett Celek,0,0,0,19,256,0,0,0,0,0,0,0,0,0,1,SFO,te
Gary Barnidge,0,0,0,39,457,1,0,0,0,0,0,0,0,0,0,CLE,te
Gavin Escobar,0,0,0,3,23,1,0,0,0,0,0,0,0,0,0,DAL,
Geno Smith,2,9,0,0,0,0,8,14,126,1,1,0,0,0,1,NYJ,qb
Geoff Swaim,0,0,0,6,69,0,0,0,0,0,0,0,0,0,0,DAL,te
Geronimo Allison,0,0,0,3,38,1,0,0,0,0,0,0,0,0,0,GNB,
Giovani Bernard,91,337,2,39,336,1,0,0,0,0,0,0,0,0,1,CIN,hb
Golden Tate,8,-2,0,52,540,2,0,0,0,0,0,0,0,0,1,DET,wr
Graham Gano,0,0,0,0,0,0,0,0,0,0,0,22,18,22,0,CAR,k
Greg Olsen,0,0,0,54,745,3,0,0,0,0,0,0,0,0,0,CAR,te
Greg Salas,0,0,0,4,89,1,0,0,0,0,0,0,0,0,0,BUF,wr
Greg Zuerlein,0,0,0,0,0,0,0,0,0,0,0,18,15,14,0,LAR,k
Griff Whalen,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,SDG,
Harry Douglas,0,0,0,7,92,0,0,0,0,0,0,0,0,0,0,TEN,
Hunter Henry,0,0,0,24,351,4,0,0,0,0,0,0,0,0,1,SDG,te
Ifeanyi Momah,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,ARI,te
Isaiah Crowell,129,561,5,26,247,0,0,0,0,0,0,0,0,0,0,CLE,rb
Isaiah Pead,8,22,0,1,6,0,0,0,0,0,0,0,0,0,0,MIA,
Jace Amaro,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,TEN,
Jack Doyle,0,0,0,37,386,4,0,0,0,0,0,0,0,0,0,IND,te
Jacob Tamme,0,0,0,22,210,3,0,0,0,0,0,0,0,0,0,ATL,te
Jacoby Brissett,16,83,1,0,0,0,34,55,400,0,0,0,0,0,3,NWE,qb
Jacquizz Rodgers,88,393,1,9,58,0,0,0,0,0,0,0,0,0,0,TAM,rb
Jaelen Strong,0,0,0,14,131,0,0,0,0,0,0,0,0,0,0,HOU,wr
Jalen Richard,46,281,1,21,173,1,0,0,0,0,0,0,0,0,0,OAK,
Jalin Marshall,0,0,0,9,134,1,0,0,0,0,0,0,0,0,4,NYJ,wr
Jalston Fowler,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,TEN,fb
Jamaal Charles,12,40,1,2,14,0,0,0,0,0,0,0,0,0,0,KAN,
Jameis Winston,32,98,1,0,0,0,228,378,2680,20,10,0,0,0,7,TAM,qb
James O'Shaughnessy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,KAN,
James Starks,40,100,0,14,107,2,0,0,0,0,0,0,0,0,1,GNB,rb
James White,28,112,0,39,353,4,0,0,0,0,0,0,0,0,0,NWE,rb
James Wright,2,-6,0,6,50,0,0,0,0,0,0,0,0,0,0,CIN,wr
Jamison Crowder,2,-2,0,47,637,6,0,0,0,0,0,0,0,0,1,WAS,wr
Jamize Olawale,17,47,2,8,189,1,0,0,0,0,0,0,0,0,0,OAK,fb
Jared Abbrederis,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,GNB,
Jared Cook,0,0,0,12,158,1,0,0,0,0,0,0,0,0,1,GNB,te
Jared Goff,4,11,0,0,0,0,17,31,134,0,0,0,0,0,0,LAR,qb
Jarius Wright,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,MIN,wr
Jaron Brown,0,0,0,11,187,1,0,0,0,0,0,0,0,0,0,ARI,wr
Jarvis Landry,3,18,0,60,686,2,0,1,0,0,0,0,0,0,1,MIA,wr
Jason Myers,0,0,0,0,0,0,0,0,0,0,0,18,15,18,0,JAX,k
Jason Witten,0,0,0,49,520,2,0,0,0,0,0,0,0,0,0,DAL,te
Javorius Allen,9,34,0,3,15,0,0,0,0,0,0,0,0,0,0,BAL,
Jay Ajayi,144,802,6,15,76,0,0,0,0,0,0,0,0,0,2,MIA,rb
Jay Cutler,5,24,0,0,0,0,81,137,1059,4,5,0,0,0,6,CHI,qb
Jay Prosch,3,4,0,1,6,0,0,0,0,0,0,0,0,0,0,HOU,fb
Jeff Heuerman,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,DEN,
Jeff Janis,0,0,0,9,78,1,0,0,0,0,0,0,0,0,0,GNB,wr
Jerell Adams,0,0,0,9,74,1,0,0,0,0,0,0,0,0,1,NYG,
Jeremy Butler,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,SDG,
Jeremy Hill,135,623,6,9,62,0,0,0,0,0,0,0,0,0,0,CIN,hb
Jeremy Kerley,0,0,0,40,424,3,0,0,0,0,0,0,0,0,4,SFO,wr
Jeremy Langford,39,140,3,13,78,0,0,0,0,0,0,0,0,0,1,CHI,rb
Jeremy Maclin,1,-1,0,30,376,2,0,1,0,0,0,0,0,0,0,KAN,wr
Jerick McKinnon,97,285,1,12,43,0,0,0,0,0,0,0,0,0,0,MIN,rb
Jermaine Gresham,0,0,0,17,177,1,0,0,0,0,0,0,0,0,1,ARI,te
Jermaine Kearse,0,0,0,28,336,0,0,0,0,0,0,0,0,0,0,SEA,wr
Jerome Felton,5,12,0,3,31,0,0,0,0,0,0,0,0,0,0,BUF,fb
Jesse James,0,0,0,29,236,3,0,0,0,0,0,0,0,0,0,PIT,te
Jimmy Garoppolo,7,8,0,1,3,0,42,60,496,4,0,0,0,0,2,NWE,qb
Jimmy Graham,0,0,0,45,639,4,0,0,0,0,0,0,0,0,1,SEA,te
JJ Nelson,3,27,0,18,243,2,0,0,0,0,0,0,0,0,1,ARI,wr
Joe Flacco,17,39,2,0,0,0,260,414,2643,10,9,0,0,0,4,BAL,qb
Joe Webb,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,CAR,
John Brown,1,10,0,30,380,1,0,0,0,0,0,0,0,0,1,ARI,wr
John Kuhn,12,25,3,10,45,1,0,0,0,0,0,0,0,0,0,NOR,fb
Johnny Holton,5,43,0,1,4,0,0,0,0,0,0,0,0,0,0,OAK,
John Phillips,0,0,0,6,40,1,0,0,0,0,0,0,0,0,0,2TM,
Joique Bell,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,
Jonathan Grimes,6,23,0,5,28,0,0,0,0,0,0,0,0,0,0,HOU,
Jonathan Stewart,110,365,5,4,40,0,0,0,0,0,0,0,0,0,1,CAR,rb
Jonathan Williams,17,61,1,1,0,0,0,1,0,0,0,0,0,0,1,BUF,
Jon Ryan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SEA,p
Jordan Berry,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,PIT,p
Jordan Cameron,0,0,0,8,60,1,0,0,0,0,0,0,0,0,0,MIA,te
Jordan Howard,131,682,2,19,199,1,0,0,0,0,0,0,0,0,2,CHI,rb
Jordan Matthews,0,0,0,53,639,3,0,0,0,0,0,0,0,0,1,PHI,wr
Jordan Norwood,1,0,0,19,203,1,0,0,0,0,0,0,0,0,1,DEN,wr
Jordan Payton,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,CLE,
Jordan Reed,0,0,0,49,535,3,0,0,0,0,0,0,0,0,0,WAS,te
Jordan Taylor,0,0,0,7,103,1,0,0,0,0,0,0,0,0,1,DEN,
Jordy Nelson,0,0,0,53,663,9,0,0,0,0,0,0,0,0,1,GNB,wr
Josh Bellamy,1,7,0,6,82,0,0,0,0,0,0,0,0,0,0,CHI,
Josh Brown,0,0,0,0,0,0,0,0,0,0,0,12,11,9,0,NYG,k
Josh Doctson,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,WAS,
Josh Ferguson,8,8,0,20,136,0,0,0,0,0,0,0,0,0,1,IND,
Josh Hill,0,0,0,8,72,1,0,0,0,0,0,0,0,0,0,NOR,te
Josh Huff,3,10,0,13,72,1,0,1,0,0,0,0,0,0,0,PHI,wr
Josh Lambo,0,0,0,0,0,0,0,0,0,0,0,23,21,29,0,SDG,k
Josh McCown,7,21,0,0,0,0,65,122,778,5,6,0,0,0,5,CLE,qb
Julian Edelman,11,51,0,56,534,2,0,0,0,0,0,0,0,0,3,NWE,wr
Julio Jones,0,0,0,61,1105,5,0,0,0,0,0,0,0,0,0,ATL,wr
Julius Thomas,0,0,0,30,281,4,0,0,0,0,0,0,0,0,0,JAX,te
Justin Forsett,44,136,0,13,51,0,0,0,0,0,0,0,0,0,0,2TM,
Justin Hardy,0,0,0,10,83,2,0,0,0,0,0,0,0,0,0,ATL,wr
Justin Hunter,0,0,0,6,71,3,0,0,0,0,0,0,0,0,0,2TM,
Justin Perillo,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,GNB,te
Justin Tucker,0,0,0,0,0,0,0,1,0,0,0,23,23,14,0,BAL,k
Juwan Thompson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DEN,
Ka'Deem Carey,27,109,0,4,43,0,0,0,0,0,0,0,0,0,0,CHI,
Kai Forbath,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,MIN,k
Kamar Aiken,0,0,0,19,206,0,0,0,0,0,0,0,0,0,0,BAL,wr
Kapri Bibbs,15,58,0,2,75,1,0,0,0,0,0,0,0,0,0,DEN,
