PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Benny Cunningham,LA,59.7,237.3,1.3,27.9,214.9,0.7,0.9,55.1
Paul Perkins,NYG,85.5,357.8,1.7,14,109.4,0.2,1.8,54.9
Kenneth Dixon,BAL,73.7,306.7,1.7,18,132,0.5,1.2,54.6
Alfred Blue,HOU,82.4,320.8,1.8,12,92.3,0.3,0.9,52.3
Ka'Deem Carey,CHI,77.4,309.4,1.9,11.7,84.3,0.7,1.8,51.9
Andre Ellington,ARI,52,226.8,1.7,20.9,178.7,0.8,2,51.1
Tre Mason,LA,68.1,257.9,1.8,19.5,128.9,0.5,0.9,50.7
Alfred Morris,DAL,80.5,342.1,2.1,6.6,43.8,0.1,0.9,49.8
Tyler Ervin,HOU,55,221.5,1.2,16,135.9,0.7,0,47.1
Charcandrick West,KC,60.4,238.9,2,14,113.2,0.5,1.8,46.8
Mike Tolbert,CAR,52.3,193.6,1.5,15.6,123.4,1.1,0.7,45.8
Kenyan Drake,MIA,51.4,211.5,1.1,19.5,155.6,0.6,1.2,44.5
Damien Williams,MIA,53.5,201,1.6,15.2,115.8,0.7,0.9,43.8
Wendell Smallwood,PHI,60.1,259.5,1.8,13.3,99.9,0.2,2.1,43.6
Zach Line,MIN,8,16,2.4,13,151,2,0,43.1
Terrance West,BAL,76.6,308.9,2,8.2,53.9,0.2,3.1,42.9
Khiry Robinson,NYJ,62.1,259.1,1.7,10.2,73.9,0.2,0.9,42.9
Robert Turbin,IND,54.7,211.7,1.5,17.1,120.3,0.4,0.9,42.6
Christine Michael,SEA,57.3,253.4,1.3,8.7,61.2,0.3,0.8,39.3
Dexter McCluster,TEN,34.1,133.5,0.7,24.6,193.9,0.8,1.7,38.7
Knile Davis,KC,54.2,215.3,1.6,7.9,66.8,0.2,0.8,37.7
Jonas Gray,JAC,57.5,222.7,1.7,5.2,39.2,0,0.2,36
De'Anthony Thomas,KC,10,57,1,24,197,1,1,35.4
James White,NE,29.1,112,0.9,17.3,133.4,0.8,0.2,34
Matt Asiata,MIN,37.1,154,1.1,16.1,115.6,0.3,0.9,33.3
Branden Oliver,SD,45.6,169.1,1.1,12.4,96.8,0.2,0.9,32.7
Mike Gillislee,BUF,38.1,175.7,1.9,10.9,71.7,0.3,3.1,31.4
Taiwan Jones,OAK,43.2,165.8,0.9,12.7,98.2,0.4,1.7,30.7
Zach Zenner,DET,43.9,177.5,1.7,6.1,42,0.1,1.2,30.4
Marcel Reece,OAK,14.1,54.5,0.1,21.2,166.2,1.3,0.4,30.1
Keith Marshall,WAS,51.5,212,1.1,7.8,56.8,0.1,2,30
Brandon Bolden,NE,43.7,178.6,0.9,7.6,53.2,0.2,0.1,29.6
Denard Robinson,JAC,44,166.4,0.3,13.9,101.4,0.1,0.2,28.9
Stevan Ridley,DET,45.9,170.4,1.1,6.3,42.3,0.2,0.8,27.1
David Cobb,TEN,42.7,165.2,0.8,9.1,62.6,0.1,0.9,26.1
Kelvin Taylor,SF,29.7,126.8,0.6,13.7,103,0.2,1.2,25.7
Jonathan Grimes,HOU,32.9,128.3,0.6,13.1,91.2,0.2,0.8,25.5
Antonio Andrews,TEN,39.2,161.4,0.7,8.3,55.8,0,0.8,24.7
Orleans Darkwa,NYG,29.8,114.6,1,5.7,56.7,0.1,0,23.6
Alex Collins,SEA,39.1,149.5,1.2,1.9,12.5,0.1,0,23.4
Lorenzo Taliaferro,BAL,21.7,91,0.8,10.8,78.8,0.2,0.2,22.7
DuJuan Harris,SF,30,150,0,10,96,0,1,22.6
Mack Brown,WAS,40,157,0.9,6,46,0.1,2,22.4
Jacquizz Rodgers,CHI,33.6,121.8,0.6,10,67.7,0.1,0.8,22.1
Reggie Bush,BUF,27.8,109.2,0.7,11.7,78.5,0.2,1.2,21.9
Jordan Todman,IND,29.1,114.7,0.8,11.5,75.6,0.2,1.8,21.9
Silas Redd,WAS,45,175,0,2,31,0,0,20.6
Lance Dunbar,DAL,17.5,72.4,0.3,11.4,104,0.3,0.7,20.1
Stepfan Taylor,ARI,22.5,83.5,0.8,8,55.9,0.2,0.1,20.1
Jamize Olawale,OAK,20.9,83.6,0.6,8.6,65.8,0.2,0.2,19.6
Kendall Gaskins,SF,29,117,0.3,9,58,0.1,0.4,19.1
Patrick DiMarco,ATL,6.4,19.8,0.1,12.1,96.9,1.2,0.1,18.8
Bruce Miller,SF,8.5,31.1,0.6,9.5,105.4,0.3,0.4,18.3
Roy Helu,FA,16.3,66.3,0.4,8.7,75.7,0.5,0.7,18.1
Bobby Rainey,NYG,20.5,87.2,0.2,10.1,81.6,0.2,0.8,17.9
Juwan Thompson,DEN,26.5,96.2,0.7,5.4,37.9,0.1,0.1,17.8
Terron Ward,ATL,27,92.9,0.2,9,66,0,0,17.1
Kenjon Barner,PHI,21.6,91.5,1.3,9.5,57.6,0.1,3,17
Andre Williams,NYG,26.1,93.2,1,3.7,24.2,0.1,0.8,16.8
Fozzy Whittaker,CAR,17.8,72.6,0.3,8.5,60.3,0.2,0.1,16.5
Jalston Fowler,TEN,6.8,18.9,0.8,5.1,47.2,0.7,0,16
Isaiah Pead,MIA,20.5,90,0.2,6.5,51,0.2,0.1,16
Fitzgerald Toussaint,PIT,20.6,76.5,0.7,6.2,45.8,0.1,0.8,15.3
Mike Davis,SF,22.9,88.9,0.1,6.9,49.6,0,0,14.6
Kyle Juszczyk,BAL,1.7,4.8,0,12.2,94.3,0.9,0.5,14.3
Will Johnson,NYG,9,25.6,1.3,4.5,30.3,0.1,0,14
Aaron Ripkowski,GB,9.6,38.3,0.2,6.2,61.9,0.2,0.1,12.6
Michael Burton,DET,7.5,14.4,0.1,7.4,58.2,0.8,0,12.6
Keenan Reynolds,BAL,2,14,0.1,7,85,0.5,0.5,12.5
Jonathan Williams,BUF,15.4,67,0.7,2,12.3,0,0,11.9
Mike James,TB,20,85.2,0.1,3.9,27.1,0,0,11.7
John Crockett,GB,21,74.1,0.1,5.2,34.1,0,0,11.6
Dan Vitale,TB,8,26,0,11,85,0,0,11.1
Malcolm Brown,LA,14.6,56.4,0.3,3.2,22.2,0.1,0,10
Dwayne Washington,DET,13.9,59.1,0.5,1,6.5,0,0,9.6
Zac Stacy,FA,18.4,67.3,0.1,3.3,24.6,0,0.2,9.3
Donald Brown,NE,15.3,63.9,0,3,25.1,0,0,9.3
Kerwynn Williams,ARI,11.5,44.1,0.5,2.3,14.8,0.1,0,9.2
Daniel Thomas,MIA,9,34,0.2,4.3,33,0.2,0,9
Rod Smith,DAL,9.6,46.9,0.1,3.1,24.6,0.1,0,8.2
Jay Prosch,HOU,8.5,36.7,0.3,4.2,27.4,0,0,8
Tommy Bohanon,NYJ,4,7.5,0,6,71.5,0.1,0.1,8
James Develin,NE,8.1,26,0.2,4.2,31.9,0.2,0,7.9
Daniel Lasco,NO,12,45,0.2,2.8,18.1,0.1,0,7.8
Cedric Peerman,CIN,12.9,47.5,0.1,3.2,21.5,0,0.1,7.7
Akeem Hunt,HOU,8.2,43.3,0.2,3.8,20.5,0,0,7.5
Raheem Mostert,CLE,7.9,32.8,0.1,5,34.7,0,0,7.4
Chase Reynolds,LA,7.5,28.7,0.1,3.8,33.3,0.1,0,7.2
Ryan Hewitt,CIN,1.9,4,0,6.3,55.1,0.2,0,6.8
Anthony Sherman,KC,4.4,14.4,0,5.1,36.8,0.2,0.1,6.7
Gus Johnson,ATL,27,73,0,4,30,0,2,6.3
Daryl Richardson,PIT,7.7,28,0.1,3.7,25.3,0,0,6.1
Jerome Felton,BUF,5.9,25.4,0.1,2.8,24.5,0.1,0.1,6
Travaris Cadet,NO,2.9,8.2,0,4,39.8,0.1,0,5.3
Rex Burkhead,CIN,3.4,13,0,4.3,32.5,0,0,5
John Kuhn,NO,4,12.6,0.2,2.4,17.7,0.1,0,4.8
Jhurell Pressley,MIN,9,19,0,5,28,0,0,4.7
Glenn Winston,CLE,6.1,20.7,0.1,2.9,16.7,0,0,4.2
Storm Johnson,TB,5.6,21.8,0,2.2,16.4,0,0.1,4.1
Brandon Wegher,CAR,6,23,0,0,0,0,0,2.3
Trent Richardson,FA,10,33,0,1,9,0,1,2.2
Bernard Pierce,NYJ,7,15,0,1,2,0,0,1.7
Tyler Varga,FA,2,7,0,0,0,0,0,0.7
George Atkinson,OAK,7,5,0,0,0,0,0,0.5
Darius Jackson,DAL,4,22,0,0,0,0,1,0.2
Rajion Neal,CLE,1,2,0,0,0,0,0,0.2
Kenny Hilliard,HOU,1,1,0,0,0,0,0,0.1
Trey Williams,IND,0.3,1,0,0,0,0,0,0.1
Darrel Young,CHI,0,0,0,0,0,0,0,0
Darrin Reaves,KC,0,0,0,0,0,0,0,0
Marcus Murphy,NO,1,0,0,0,0,0,0,0
Terrell Watson,CLE,0,0,0,0,0,0,0,0
Dreamius Smith,SD,0,0,0,0,0,0,0,0
Ahmad Bradshaw,FA,0,0,0,0,0,0,0,0
Cyrus Gray,ATL,0,0,0,0,0,0,0,0
Dan Herron,BUF,0,0,0,0,0,0,0,0
Joe Banyard,JAC,0,0,0,0,0,0,0,0
Bishop Sankey,TEN,0,0,0,0,0,0,0,0
Tyler Gaffney,NE,0,0,0,0,0,0,0,0
Dri Archer,BUF,0,0,0,0,0,0,0,0
Kapri Bibbs,DEN,0,0,0,0,0,0,0,0
George Winn,DET,5,5,0,1,15,0,1,0
Senorise Perry,CHI,0,0,0,0,0,0,0,0
James Wilder Jr.,BUF,5,16,0,0,0,0,1,-0.4
