PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Adrian Peterson,MIN,296.9,1339.1,9.3,33.3,238.2,1,3.1,212.7
Todd Gurley,LA,283,1263.1,9.2,35.1,293.9,0.9,1.8,212.3
Jamaal Charles,KC,223.7,1086.7,8.5,48.7,376.4,3.2,3.7,209.6
David Johnson,ARI,220.4,947.9,8.2,55.8,507.8,2.9,1.5,208.9
Lamar Miller,HOU,260.9,1147.7,7.2,46.6,362.9,1.6,1.9,200
Le'Veon Bell,PIT,209.3,945.3,7.5,51.9,417,2,1.1,191
Ezekiel Elliott,DAL,240.8,1068.8,7.7,37.8,302.9,1.3,1.6,188.2
Devonta Freeman,ATL,214.4,870.9,7.1,62.6,492.1,2,2,187.1
LeSean McCoy,BUF,250.9,1079.8,6.3,40.5,301.7,1.3,2.3,179.6
Eddie Lacy,GB,228.4,1011.8,7.1,34.2,291.8,1.8,2.2,179.2
Mark Ingram,NO,215.8,926.6,7.6,52.3,364,1.2,1.7,178.4
Doug Martin,TB,258.2,1137.4,6.2,32.5,237.8,0.9,3.2,173.9
Thomas Rawls,SEA,226.5,1082.5,6.6,22.9,179,0.9,1.9,167.3
C.J. Anderson,DEN,219.4,978.1,6.2,35.6,269.4,1,1.9,164.3
Matt Forte,NYJ,208.5,864.7,4.7,44.8,350.1,1.7,1.9,156.2
Latavius Murray,OAK,225.7,946.9,6,34.4,233.7,0.8,1.8,155.6
Carlos Hyde,SF,238.4,998,5.7,33.3,205.4,0.6,1.2,155.4
Jonathan Stewart,CAR,227.3,982.8,6.1,22.2,154.6,0.9,2,151.7
DeMarco Murray,TEN,210,901.7,5.8,32.8,249.2,1,2.7,150.5
Matt Jones,WAS,221.1,876.4,5.1,32.6,337.4,1.3,4.9,150.1
Jeremy Hill,CIN,208.3,877.4,7.7,19.1,133.8,0.8,2.8,146.6
Jeremy Langford,CHI,185.1,752.1,5,36.5,330.2,1.6,1.2,145.5
Ryan Mathews,PHI,187.9,842.9,5.6,32.1,235.5,1,2.9,141.5
Frank Gore,IND,200.7,792,5.8,30.7,246.5,1,2.5,139.4
Giovani Bernard,CIN,150.9,662.1,3.6,48.2,417.8,1.5,1.2,136.2
Melvin Gordon,SD,226.4,881.1,4.4,32.9,210.8,0.8,3.1,133.8
Dion Lewis,NE,101.1,416.8,3.1,67.2,590.7,2.8,1.9,132.3
Ameer Abdullah,DET,184.1,773.9,4.5,33.9,253.1,1,1.9,131.5
Rashad Jennings,NYG,181.8,744.1,4.7,30.2,245.8,0.9,2,128.5
Arian Foster,MIA,169,674.7,4.4,37.5,299.8,1.5,3,127.4
Danny Woodhead,SD,83.7,318.9,2.1,71.7,616,3.7,1.1,126.4
Duke Johnson,CLE,142.1,560.6,2.9,56.1,454.5,1.6,1.7,125.3
T.J. Yeldon,JAC,171.1,702.3,4,36.9,275.1,1,1.2,125.2
Isaiah Crowell,CLE,170.9,697.3,4.5,20.6,185.5,0.8,1.3,117.5
Justin Forsett,BAL,159.1,702.7,4,29.3,190.1,0.7,1.1,115.4
LeGarrette Blount,NE,168,688.3,6.1,10.1,70.2,0.4,0.8,113
Chris Ivory,JAC,160.5,667.9,4.6,23,164.2,0.6,2,110.7
Charles Sims,TB,100,432.7,2.1,43.5,398.8,2.1,1.7,104.8
DeAngelo Williams,PIT,128.5,574.7,4.3,21.9,182.6,0.8,1.1,103.8
Jay Ajayi,MIA,137.9,583.2,3.2,22.5,174.4,0.8,1,97.6
Darren Sproles,PHI,76.4,348.3,2.8,48.8,388.3,1.6,1.2,97
Shane Vereen,NYG,69.7,289.5,1.7,52.6,437.1,2.4,1.1,95
Bilal Powell,NYJ,114.6,470.5,2.3,34.9,277.7,1.1,1,93.4
Theo Riddick,DET,56.2,214.7,1.1,59.6,508.7,2.5,1,91.8
Derrick Henry,TEN,128.5,536.9,3.9,15.3,137.3,0.6,2,90.6
James Starks,GB,118.5,489,3,25.4,199.9,0.9,1.9,88.5
Jordan Howard,CHI,107.5,438.1,3,20,160.1,0.7,1.3,79.3
C.J. Prosise,SEA,74.5,330.7,1.9,38.2,300.6,1,1.2,78.4
Javorius Allen,BAL,103.4,410.7,2.5,24.8,195.1,0.8,1.9,76
Tevin Coleman,ATL,106.7,438.1,2.8,21.6,147.5,0.7,2.2,74.8
Jerick McKinnon,MIN,79.4,363.3,2.2,26.7,194.9,0.9,0.9,72.7
Ronnie Hillman,DEN,110.5,445,3,16.8,106.2,0.2,1,72.4
Chris Johnson,ARI,112.6,457.2,3,12.3,91.4,0.3,1.8,71.4
Darren McFadden,DAL,88.7,380.5,2.6,22.2,163.9,0.6,2.1,69.7
Karlos Williams,BUF,83.1,367.4,3.2,12.2,97.1,0.9,1.1,68.6
DeAndre Washington,OAK,81.4,327.4,2,26.6,204.4,0.8,1.8,66.7
Josh Ferguson,IND,89.4,364.5,1.9,21.3,168.2,0.9,1.9,66.1
Cameron Artis-Payne,CAR,92.7,380.6,2,14.1,125.3,0.6,1,64.4
Devontae Booker,DEN,94.2,385.5,2.2,14.7,118,0.3,1.2,62.9
Tim Hightower,NO,67.8,276.2,3.2,17.7,142.6,0.3,1,61.3
Chris Thompson,WAS,48.9,199.1,1.2,36.8,286.9,1.5,1.8,61.2
Spencer Ware,KC,72.9,338.5,3.7,7.9,49.6,0.2,1.2,59.9
C.J. Spiller,NO,54.2,209.5,1.2,32.9,236.7,1.3,1.1,57.1
Shaun Draughn,SF,74.5,283.1,1.7,26.8,179.1,0.3,0.8,56.6
