PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Saquon Barkley,NYG,268.4,1255.0,9.6,86.8,694.7,3.4,1.6,270
Christian McCaffrey,CAR,212.8,1041.3,6.7,96.7,821.7,5,1.7,253.1
Alvin Kamara,NO,194.4,912.8,9.6,87.5,769.8,4.7,1.5,251.2
Ezekiel Elliott,DAL,288.5,1277.8,8.8,65.7,505.5,2.6,1.9,242.5
Le'Veon Bell,NYJ,246.2,1069.7,7.5,62.4,523.4,2.7,1.7,216.6
David Johnson,ARI,248.2,995.4,7.4,60.8,576,3.1,2.5,215.6
James Conner,PIT,231.2,1048.3,9.8,54.5,446,1.6,1.9,214.1
Todd Gurley,LAR,211,986.9,9.6,43.8,402.5,2.5,1.3,208.5
Joe Mixon,CIN,248.1,1153.7,8.5,47.3,347,1.2,1.5,205.6
Nick Chubb,CLE,248.8,1183.4,9.2,32.1,246.6,1.5,1.2,204.6
Dalvin Cook,MIN,238.2,1088.5,6.5,58.4,448.2,2.2,2.7,200.5
Melvin Gordon,LAC,192.9,895.0,8.1,47.3,425.3,2.6,1.1,194.1
Damien Williams,KC,172.1,811.3,7.5,52.5,421.3,3.9,1.4,188.7
Kerryon Johnson,DET,217.6,1034.1,6.4,52.8,380.6,2,1.9,188.5
Derrick Henry,TEN,249.1,1172.2,9.8,16.5,124.3,0.3,1,188.1
Chris Carson,SEA,241.2,1124.4,8.3,27.6,218.4,0.9,2.1,185.2
Leonard Fournette,JAC,249.2,948.8,7.6,44.1,368.9,1.5,1.3,183.9
Marlon Mack,IND,232.6,1064.7,8.4,28.2,201.4,1,1.3,180.4
Aaron Jones,GB,181.8,928.2,8,36.7,282.4,1.4,1.3,174.5
Devonta Freeman,ATL,206.7,885.1,7,45.1,350.5,1.9,1.3,174.3
Josh Jacobs,OAK,211.2,920.8,6.4,41,342,1.5,1.5,170.9
Sony Michel,NE,237.6,1079.8,9.4,9.6,74.7,0.3,1.6,170.4
David Montgomery,CHI,200.3,874.1,6.3,34.3,283.7,1.4,1.7,159
Mark Ingram,BAL,219.5,921.5,6.6,31.5,241.9,0.9,1.5,158.5
Phillip Lindsay,DEN,178.2,876.9,6.3,34.4,251,1,0.8,154.6
Lamar Miller,HOU,213.3,924.3,5,30.6,231,1.1,0.9,150.4
Kenyan Drake,MIA,139.6,648.9,3.9,53.4,448.1,2.8,1.6,146.4
Tevin Coleman,SF,170.2,771.5,4.9,26.9,238.4,1.5,0.9,137.5
James White,NE,71.5,300.8,2.6,73.3,636.6,4.3,0.5,134.1
Derrius Guice,WAS,169,724.7,5.2,26.5,220.7,0.8,1.6,127.7
Miles Sanders,PHI,157.3,620.3,4.5,33.3,265.3,1.4,1.5,121
Peyton Barber,TB,183.5,749.4,4.6,21.6,144.6,0.7,1.3,118.2
Austin Ekeler,LAC,106.7,497.0,3,39.3,370.8,2.2,1.1,115.8
Tarik Cohen,CHI,78.1,326.0,1.9,59.4,555.7,2.9,1.6,114.2
Latavius Murray,NO,159.4,637.6,6.2,17.1,112.9,0.2,0.8,111.7
LeSean McCoy,BUF,157.9,620.6,3.6,29.4,229.6,0.7,1,108.9
Rashaad Penny,SEA,148.9,677.7,3.9,18.2,139.2,0.7,1,107.7
Jordan Howard,PHI,154.7,658.5,5.1,16.6,111.7,0.2,1.1,106.8
Darrell Henderson,LAR,121.2,537.6,3.6,24.4,205.5,0.9,1.3,98.5
Royce Freeman,DEN,161.8,614.9,4.4,15.7,108.3,0.3,1.2,97.9
