PlayerName,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,105.7,1236.4,9.9,0.6,181.7
Mark Andrews,BAL,74.8,883.9,6.4,0.2,128.1
T.J. Hockenson,MIN,80.9,833.4,5.7,0.5,116.5
George Kittle,SF,61.3,781.5,5.8,0.5,112.7
Darren Waller,NYG,67.5,824.3,5,0.3,111.6
Kyle Pitts,ATL,59.2,787.1,4,0.1,102.5
Dallas Goedert,PHI,62.9,726.9,4.1,0.5,96.1
Pat Freiermuth,PIT,60.9,642.7,4.1,0.2,88.5
Evan Engram,JAC,62.6,653.8,3.6,0.2,87.5
David Njoku,CLE,52.5,575.9,4.3,0.4,83.2
Chigoziem Okonkwo,TEN,47.6,577.6,3.8,0.1,83.1
Dalton Schultz,HOU,55.9,573.1,4.2,0.5,81.5
Cole Kmet,CHI,47.6,519.3,4.3,0.2,77.4
Greg Dulcich,DEN,45.7,565.3,3.4,0.1,77
Tyler Higbee,LAR,60.1,570,3.4,0.1,77
Dalton Kincaid,BUF,44.2,505.1,4.2,0.4,74.9
Gerald Everett,LAC,50.6,520.8,3.7,0.3,73.5
Juwan Johnson,NO,40.2,478.7,4.2,0.1,72.8
Sam LaPorta,DET,44,480.3,3.7,0.6,69
Hunter Henry,NE,41.6,490.2,2.9,0.1,66.1
Irv Smith Jr.,CIN,43.1,410,4.1,0.1,65.2
Noah Fant,SEA,45.1,463.1,3,0.1,64.1
Dawson Knox,BUF,36.8,407.4,3.5,0.2,61.6
Cade Otton,TB,45.2,463.2,2.5,0.1,61.1
Hayden Hurst,CAR,46.6,441.5,2.9,0.5,60.6
Zach Ertz,ARI,43.4,433.1,2.7,0.1,59.4
Jelani Woods,IND,34.7,420.5,2.7,0.1,58.2
Taysom Hill,NO,13,182.1,1.6,1.1,57.9
Tyler Conklin,NYJ,45.6,431.3,2.4,0.1,57.8
Mike Gesicki,NE,35.7,407.9,2.7,0.1,56.6
Jake Ferguson,DAL,38.5,387.9,3,0.1,56.4
Michael Mayer,LV,37.3,387.4,2.5,0.4,53.2
Luke Musgrave,GB,36,381.4,2.6,0.4,53
Logan Thomas,WAS,42.6,403.5,2.1,0.1,52.7
Trey McBride,ARI,34.7,373.2,2,0.1,49
Isaiah Likely,BAL,24.2,296.1,2.2,0,42.6
Austin Hooper,LV,28.4,300.2,1.7,0,40.2
Noah Gray,KC,22.2,240.6,1.4,0,33
Luke Schoonmaker,DAL,21,236.6,1.5,0.3,32.1
Foster Moreau,NO,17.9,243.3,1.2,0.4,31
Adam Trautman,DEN,21.5,235.2,1.3,0.2,31
Donald Parham Jr.,LAC,18,208.4,1.6,0,30.6
Will Dissly,SEA,21.3,224.9,1.2,0.1,29.9
Brock Wright,DET,17.1,180.7,1.9,0,29.6
Jonnu Smith,ATL,18.9,217,1.2,0,29.5
Robert Tonyan,CHI,18.6,207.6,1.4,0,29.4
Durham Smythe,MIA,23,217.4,1.2,0,29.3
C.J. Uzomah,NYJ,19.4,201.8,1.5,0,29
Brenton Strange,JAC,20.4,189.1,1.3,0.3,26.1
Jordan Akins,CLE,15.8,194.7,1.1,0.1,25.8
Harrison Bryant,CLE,18,185.9,1.1,0.2,24.9
Tucker Kraft,GB,16.1,183.1,1.1,0.3,24.5
Kylen Granson,IND,16.5,188.7,0.8,0,23.9
Josiah Deguara,GB,18.8,176.8,1,0,23.6
Josh Oliver,MIN,15.7,156.8,1.2,0,22.7
Mo Alie-Cox,IND,12.1,156.9,1.3,0.4,22.6
Tommy Tremble,CAR,15.8,146,1.4,0.4,22.5
Teagan Quitoriano,HOU,13.4,161,1.1,0.1,22.4
Colby Parkinson,SEA,14.3,170.5,0.9,0,22.2
Darnell Washington,PIT,13.7,175.6,0.8,0.3,21.8
Ian Thomas,CAR,17.2,165.7,0.8,0,21.2
Daniel Bellinger,NYG,13.7,164.9,0.8,0.3,20.9
Lawrence Cager,NYG,11.9,138,1.1,0,20.3
Jimmy Graham,NO,12.1,140.8,1,0,19.8
Brevin Jordan,HOU,13.5,158.7,0.6,0,19.2
Blake Bell,KC,11.4,108.6,1,0.1,19.1
Peyton Hendershot,DAL,9.3,121.8,1,0.1,18.6
Elijah Higgins,ARI,0,161.1,0.4,0.1,18.3
Albert Okwuegbunam,PHI,9.5,137.8,0.8,0.2,18
Connor Heyward,PIT,10.5,116.1,0.8,0.1,17.6
Josh Whyle,TEN,11.8,124.4,0.8,0,17.4
Eric Saubert,MIA,13.4,123.4,0.8,0,17.2
Ko Kieft,TB,11.5,121.6,0.8,0.1,17.1
Payne Durham,TB,13.9,129.4,0.7,0.4,16.8
Brycen Hopkins,LAR,9.6,125.1,0.7,0,16.8
Hunter Long,LAR,10.3,125.4,0.7,0.1,16.7
Charlie Kolar,BAL,9.9,118.4,0.7,0,16.2
Davis Allen,LAR,18.8,127.1,0.6,0.4,15.9
John Bates,WAS,11.9,121.3,0.6,0,15.9
James Mitchell,DET,9.2,115.6,0.7,0,15.6
Geoff Swaim,ARI,15,107.4,0.8,0,15.5
Tre' McKitty,LAC,10.7,113.1,0.7,0,15.3
Marcedes Lewis,CHI,8,81.5,1.2,0.1,14.9
Zack Kuntz,NYJ,0,125.4,0.4,0.1,14.7
Trevon Wesco,TEN,9.2,101.7,0.5,0.1,13.2
Ross Dwelley,SF,5.5,90.9,0.7,0,13.2
Jeremy Ruckert,NYJ,6.7,98.6,0.5,0,13
Jack Stoll,PHI,9.4,101.8,0.4,0,12.8
Will Mallory,IND,7.6,88.2,0.6,0,12.7
Cole Turner,WAS,5.9,104.7,0.3,0.1,12.3
Drew Sample,CIN,9.8,89.4,0.6,0.1,12.2
Tanner Hudson,CIN,11.8,90.5,0.5,0,12
Quintin Morris,BUF,7.3,85,0.6,0.4,11.3
Johnny Mundt,MIN,7.7,80.9,0.5,0,11.2
Stephen Sullivan,CAR,7.2,83.3,0.5,0,11.1
Jody Fortson,KC,6.1,96.3,0.4,0.5,11.1
John FitzPatrick,ATL,6.2,62.8,0.7,0,10.8
Chris Manhertz,DEN,6.7,77.5,0.5,0,10.7
Reggie Gilliam,BUF,8.3,64.8,0.6,0,10.6
Mitchell Wilcox,CIN,8.3,84.5,0.3,0,10.4
Giovanni Ricci,CAR,6.4,89.4,0.2,0,10.3
Stone Smartt,LAC,9,66.3,0.6,0,10.2
Luke Farrell,JAC,6.5,75.8,0.4,0,10.1
Andrew Beck,HOU,7.8,65.8,0.3,0,10.1
Cameron Latu,SF,4.2,80,0.3,0.1,9.8
Curtis Hodges,WAS,6.3,60.1,0.6,0,9.6
Jesper Horsted,LV,5.9,65.6,0.5,0,9.4
Andrew Ogletree,IND,10,51,0.6,0,8.7
Grant Calcaterra,PHI,3.2,69.2,0.3,0.1,8.6
Shane Zylstra,DET,3.9,60.5,0.3,0.1,7.8
Brayden Willis,SF,6,48,0.5,0,7.6
Armani Rogers,WAS,7.4,51.5,0.4,0,7.5
MyCole Pruitt,ATL,3.2,52.3,0.3,0,7.2
Tommy Sweeney,NYG,3.7,50.8,0.3,0,6.6
