PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,SF,220,1007,7.3,74.7,631.8,4.2,0.5,232.1
Austin Ekeler,LAC,191.3,864,9.4,77.6,604.7,3.9,1.5,223.9
Nick Chubb,CLE,279.5,1396.7,9.2,28.9,239.6,1.1,1.2,223.4
Derrick Henry,TEN,308.8,1355.6,9.4,32.4,273.5,0.8,1.8,220.8
Bijan Robinson,ATL,248.9,1185.5,8.9,40.6,337.1,2,1.9,214.1
Josh Jacobs,LV,263.5,1228.2,9.8,39,287.7,0.8,1.2,212.8
Tony Pollard,DAL,223,1116.6,8.2,45.7,379.2,2.2,0.5,211
Saquon Barkley,NYG,254.6,1136.9,7.9,53.3,379.2,1.7,0.7,207.9
Joe Mixon,CIN,229.3,958.7,7.5,49.6,366.5,2.1,0.6,188.7
Aaron Jones,GB,201.2,999.9,5.6,50,376.7,2.6,1.3,184.6
Najee Harris,PIT,256.8,1017.5,6.6,38.2,261.6,2.2,1,179.1
Travis Etienne Jr.,JAC,218.9,1084.8,6.5,36.2,293.4,0.9,2.6,177.2
Alexander Mattison,MIN,216.1,945.1,8.1,34.4,236,1.6,1,174.6
Rhamondre Stevenson,NE,208.9,960,6,51.2,366.3,1.4,1,174.4
Kenneth Walker III,SEA,228.9,1041.6,8.3,25.9,174.4,0.6,0.4,174.2
James Conner,ARI,214.3,919.2,6.9,41.2,305.8,1.2,0.8,169.3
Dameon Pierce,HOU,258.5,1079,5.8,32.3,215.7,1.1,2.1,167
Jahmyr Gibbs,DET,179.7,795.8,6.6,44.9,355.7,2,1.5,164.2
Jonathan Taylor,IND,216.6,1027.5,6.7,27.1,190.5,0.7,1.7,162.3
Miles Sanders,CAR,218.1,1014,6,29.8,208.6,0.8,1.4,160.4
Breece Hall,NYJ,177.3,840.1,5.7,36.7,330.8,1.9,1.1,160.3
J.K. Dobbins,BAL,174.9,906.8,6.9,24.7,175.7,1.7,0.4,159.5
Cam Akers,LAR,233.2,984.2,6.4,24,199.8,0.7,2.2,156.4
Isiah Pacheco,KC,196.5,945,6.9,24.4,200.7,0.7,1.9,156.4
Rachaad White,TB,205.4,840.1,4.5,48.1,342.1,1.9,2.7,151.5
