PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
David Montgomery,DET,194.4,788.2,6.3,33.9,279.9,1.2,1,149.8
James Cook,BUF,165.6,844.3,4.9,35.5,273,1.8,1.5,149
Javonte Williams,DEN,176.4,814.5,4.8,36.6,256.6,1.5,1.6,142.1
Alvin Kamara,NO,173.5,721.2,3.7,42.9,368.7,1.8,1.1,139.6
Khalil Herbert,CHI,173,843.7,5,20.7,137.6,0.8,0.4,131.9
AJ Dillon,GB,169,745.1,5.8,25.1,197.4,0.7,0.7,131.8
Dalvin Cook,NYJ,178.8,770.2,4.8,27.6,208.3,1,1.6,129.3
Brian Robinson Jr.,WAS,211.7,890.4,4.4,16.2,104.9,0.7,0.5,129
D'Andre Swift,PHI,117.8,554.3,4.8,40,328.4,1.8,0.8,125.8
Samaje Perine,DEN,155.4,650.1,4,29.1,232,1.5,0.4,120.3
Antonio Gibson,WAS,141.7,568.3,3.7,42.6,309.3,1.4,1.1,116.3
Jamaal Williams,NO,158.6,659.3,5.3,15.3,113.6,0.5,0.8,111
Jeff Wilson Jr.,MIA,137.5,629.3,4.4,22.8,174.5,1.1,1.2,110.9
Rashaad Penny,PHI,152.2,735.7,5,8.3,55.9,0.2,0.7,109
Raheem Mostert,MIA,139.6,612.1,3.4,23.3,164.6,1,0.8,102
Tyler Allgeier,ATL,148.8,693,3.4,12.2,93.1,0.4,0.3,100.5
Elijah Mitchell,SF,141.2,628.6,4,12.8,93,0.8,0.3,100.2
Zach Charbonnet,SEA,125.4,540.4,3.5,22.3,180.7,0.7,1,95.6
Ezekiel Elliott,NE,142.4,560.8,4.2,16.6,121.6,0.5,0.8,95.1
Jaylen Warren,PIT,114.7,510.4,3.1,25,209.3,0.5,0.4,92.7
Damien Harris,BUF,120.3,540.8,3.8,17.3,118.6,0.4,0.7,89.9
Chuba Hubbard,CAR,112.2,524.5,3.1,17.6,154.7,0.5,0.7,88
Kenneth Gainwell,PHI,95.8,417.6,3.9,22.1,169.9,0.7,0.3,85.4
D'Onta Foreman,CHI,126.1,613.2,3.1,6.9,50.4,0.2,0.6,85
Jerick McKinnon,KC,61.3,239.7,1.7,37.7,326.1,3.1,0.2,85
Devin Singletary,HOU,124.5,518.4,2.6,22.3,160.5,0.4,1.2,83.6
Gus Edwards,BAL,118.1,569.6,3.1,6.9,61.5,0.2,1,80.8
De'Von Achane,MIA,110.7,437,2.7,20.3,170.5,0.8,0.9,79.8
Tank Bigsby,JAC,111.8,445.5,2.8,17.9,145.6,0.7,0.9,78.7
Zack Moss,IND,75.1,455,2.3,12.1,83.8,0.3,0.7,68.5
Tyjae Spears,TEN,99.4,391.6,2,16.6,139.4,0.6,0.9,67.2
Kyren Williams,LAR,98,397.2,1.8,17.3,142.2,0.4,0.6,66.2
Joshua Kelley,LAC,94.9,387.2,2.3,14.7,122.5,0.3,0.9,65.1
Cordarrelle Patterson,ATL,69.9,300.8,2.3,19.2,157.8,0.8,0.2,64.1
Chase Edmonds,TB,75,334.8,1.6,20.2,162.7,0.8,0.4,63.6
Ty Chandler,MIN,96.5,355.5,2.2,14.4,120.3,0.6,0.8,62.8
Jerome Ford,CLE,101.2,376.6,1.9,10.7,103,0.5,0.8,60.7
Roschon Johnson,CHI,94.6,368.7,2.1,9.6,98.4,0.5,0.8,60.5
Clyde Edwards-Helaire,KC,71.2,310.9,2.1,13.6,118.6,0.9,0.3,60.5
Kendre Miller,NO,86,332.9,1.8,15.3,133.7,0.6,0.8,59.9
Deon Jackson,IND,80,286.9,1.6,24.9,172.6,0.9,0.9,59.7
Keaontay Ingram,ARI,83,345.5,2,14.5,104.5,0.3,0.4,58
Chase Brown,CIN,67.7,277.2,1.6,16.1,135.3,0.6,0.8,52.9
Evan Hull,IND,68.2,279.7,1.4,9.5,85.9,0.3,0.3,46.3
Latavius Murray,BUF,59.4,283.2,1.6,10.3,72.9,0.2,0,46.3
Deuce Vaughn,DAL,74.1,258.6,1.4,11.3,97.9,0.5,0.7,45.9
Ronald Jones II,DAL,60.2,289.5,1.8,4.4,41.4,0.1,0.5,43.5
Matt Breida,NYG,58.3,260.2,1.2,12.4,99.7,0.3,0.8,43.2
Isaiah Spiller,LAC,67.9,264.8,1.1,7.9,71.5,0.3,0.3,41.3
Zach Evans,LAR,58.4,225.2,1.3,8.9,87.7,0.4,0.5,40.5
Sean Tucker,TB,56.7,223.4,0.8,11.7,91.1,0.3,0.3,38
Pierre Strong Jr.,CLE,45.3,216.6,1.2,8.4,80.2,0.3,0.3,37.6
Zamir White,LV,58.7,223.5,1.6,6.4,30.8,0.2,0.2,36.2
JaMycal Hasty,JAC,38,183.6,1,13.2,95.6,0.4,0.2,36
Michael Carter,NYJ,43.3,166,0.8,12.6,116.6,0.4,0.3,34.7
Rico Dowdle,DAL,57.9,206.5,1.2,6.5,53.9,0.2,0.2,34.6
Ke'Shawn Vaughn,TB,55.5,219.5,1.3,6.9,45.9,0.2,0.6,34
Jordan Mason,SF,55.7,243.1,0.9,2.8,32.9,0.1,0.2,33.5
Trayveon Williams,CIN,52.4,195.7,0.7,9.4,69.4,0.3,0.9,30.9
Chris Evans,CIN,45.1,158.5,0.6,12,93.1,0.4,0.2,30.8
Chris Rodriguez Jr.,WAS,41.9,172.8,0.9,10,67.8,0.2,0.2,30.1
Malik Davis,DAL,61.1,225.5,0,0,78.2,0,0.3,29.8
Ameer Abdullah,LV,28.1,97.8,0.4,18.8,140.2,0.6,0.1,29.5
Raheem Blackshear,CAR,32.7,122.2,1.2,11.9,86.7,0.3,0.4,29.1
Kene Nwangwu,MIN,47.2,162.4,0.9,8.1,55.1,0.3,0.2,28.5
Hassan Haskins,TEN,56.1,166.3,0.4,12.8,81.7,0.2,0.2,28
Eric Gray,NYG,52,167.9,0.6,5.8,56.1,0.3,0.6,26.8
DeeJay Dallas,SEA,20.3,123.7,0.6,11.2,90.1,0.3,0.1,26.4
Anthony McFarland Jr.,PIT,27,145.7,0.7,9.5,60.6,0.2,0.2,26
Owen Wright,BAL,0,145,1.1,6.5,41.2,0.2,0.2,25.9
Boston Scott,PHI,31.5,143.4,1.1,3.6,34,0.1,0.2,24.5
Myles Gaskin,MIN,56.3,161.6,0,0,83.6,0,0.4,23.7
Tyrion Davis-Price,SF,32.1,152.7,0.7,3.7,40.1,0.1,0.2,23.5
Emari Demercado,ARI,30.9,121.9,0.8,12.7,53,0.2,0.2,23
Salvon Ahmed,MIA,30.2,118.5,0.6,7.4,60,0.2,0,22.5
Israel Abanikanda,NYJ,54.7,144,0.5,1.5,44.1,0,0.1,21.5
Kyle Juszczyk,SF,9.7,33.3,0.4,13.1,117.4,0.6,0,21
Jaleel McLaughlin,DEN,20.8,118.3,0.8,6,35.8,0.1,0.2,20.8
Keaton Mitchell,BAL,23.1,109.4,0.7,6.9,44.1,0.2,0.2,20.5
Gary Brightwell,NYG,25.1,119.1,0.8,5,30.9,0.1,0.1,20.4
D'Ernest Johnson,JAC,32.5,133.9,0.4,4.8,38.4,0.1,0,20.3
Julius Chestnut,TEN,25.8,99.2,0.6,8.1,57.6,0.2,0.1,20.3
Brandon Bolden,LV,19.8,81.3,0.5,7.2,67.6,0.4,0.1,19.9
Tony Jones Jr.,NO,30,111.7,0.7,8,39.9,0.1,0.1,19.7
Mike Boone,HOU,21.8,107.5,0.5,7.2,48.8,0.2,0,19.5
Travis Homer,CHI,18.5,92.2,0.3,7.5,69,0.2,0.1,18.8
Dare Ogunbowale,HOU,22.8,85.4,0.6,8.6,54.6,0.1,0,18.2
Justice Hill,BAL,27.2,119.7,0.3,6.1,37.5,0.1,0.2,18
Hunter Luepke,DAL,18,51.1,0.6,6.9,47.5,0.6,0,17.4
Deneric Prince,KC,30,105.9,0.3,4.5,45.3,0.1,0.1,17
Jason Huntley,IND,0,78.9,0.5,4.7,42.5,0.2,0.1,15.7
Kenny McIntosh,SEA,39,100.1,0.4,2.2,33.7,0,0.1,15.4
DeWayne McBride,MIN,33.6,102.2,0.2,1,34.5,0,0.2,14.8
Elijah Dotson,LAC,15.7,65.8,0.6,4.5,32.1,0.2,0.1,14.1
Jake Funk,IND,23.2,68.5,0.5,4.1,31.1,0.2,0.1,13.7
Kirk Merritt,NO,9.1,38.8,0.3,7.4,58,0.3,0.1,13.1
Snoop Conner,JAC,12.2,89.9,0.5,2.2,7.6,0.1,0.1,12.9
Alec Ingold,MIA,5.3,13.9,0.1,11.7,80.5,0.4,0,12.6
C.J. Ham,MIN,6.6,20,0.3,9.6,64.4,0.2,0,11.8
Spencer Brown,CAR,12,52.5,0.4,4,28.8,0.1,0.1,10.9
Reggie Gilliam,BUF,9.8,31.8,0.1,9,40.6,0.3,0.1,9.1
Ronnie Rivers,LAR,17.1,50,0.1,4,28.4,0.1,0.1,9
Jason Cabinda,DET,9.1,23.1,0.2,4.6,34.6,0.3,0,8.5
Patrick Ricard,BAL,6.2,18.7,0.1,7.2,48.8,0.3,0.6,8
Godwin Igwebuike,ATL,0,7.8,0.1,6.6,47.3,0.2,0,7.4
Giovanni Ricci,CAR,4.7,19.7,0.2,4.1,30,0.2,0,7
Patrick Taylor Jr.,GB,9.1,43.7,0.2,1.1,10.4,0,0.1,6.8
Avery Williams,ATL,5.5,23.1,0.2,3.4,22,0.2,0,6.6
Michael Burton,DEN,9.4,22,0.2,3.6,21,0.2,0,6.4
Adam Prentice,NO,4.8,17.1,0.1,4,24.5,0.2,0,5.9
Jakob Johnson,LV,9.8,22.1,0.1,4.6,19.6,0.1,0.1,5.1
Henry Pearson,GB,0,13.1,0.1,3.7,16.4,0.2,0,4.9
Khari Blasingame,CHI,5.7,13.5,0.1,3.4,17.6,0.2,0,4.8
Jack Colletto,SF,0,7.3,0.1,3.6,16.3,0.2,0,3.9
Nick Bellore,SEA,4.4,9.3,0,2.3,15.8,0.1,0,3.1
Keith Smith,ATL,5.4,10.8,0.1,2.7,9.5,0.1,0,3
