PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Austin Pettis,SD,0,0,0,5.3,64,0.4,0,9
Rashad Ross,WAS,0,0,0,5.7,71.7,0.3,0,8.9
Ryan Grant,WAS,0,0,0,4.8,61,0.4,0,8.7
Marlon Moore,CLE,0,-0.2,0,5.8,71.9,0.2,0,8.6
Tandon Doss,JAC,0,0,0,5.5,71.6,0.2,0,8.3
Ryan Spadola,ARI,0,0,0,5.1,64.6,0.3,0,8.1
Quincy Enunwa,NYJ,0,0,0,4.7,59.7,0.3,0.1,7.8
Deonte Thompson,BUF,0,0,0,5.1,59.9,0.3,0,7.7
Kevin Dorsey,NE,0,0,0,4.7,55.5,0.4,0,7.7
Eric Weems,ATL,0,0,0,4.3,57,0.3,0,7.5
Stefon Diggs,MIN,0,0,0,4.7,62.1,0.2,0,7.4
Marquise Goodwin,BUF,0,-0.5,0,4.4,61.2,0.2,0,7.4
Chris Givens,STL,0,0.1,0,4.7,67.4,0.1,0,7.3
J.J. Nelson,ARI,0,0,0,4.3,53.6,0.3,0,7.1
DeVier Posey,NYJ,0,0,0,4.8,60.4,0.2,0,7.1
Jared Abbrederis,GB,0,0,0,3.2,49.8,0.4,0,7.1
Darrius Heyward-Bey,PIT,0.1,0.3,0,4.6,53.5,0.3,0.1,7
Robert Herron,TB,0.1,0.5,0,4.5,61.3,0.2,0.1,7
James Jones,NYG,0,0,0,4.4,55.2,0.3,0.1,7
Greg Salas,DET,0.1,1.6,0,3.9,53.5,0.2,0,6.8
Brice Butler,OAK,0,0,0,4.2,52,0.2,0,6.6
Lance Moore,DET,0,0,0,4.1,53,0.2,0,6.6
Duron Carter,IND,0,0,0,3.4,44.5,0.4,0,6.5
Josh Morgan,NO,0,0.4,0,4.5,53.5,0.2,0,6.3
Junior Hemingway,KC,0,0,0,5.4,61.3,0,0,6.3
Chris Owusu,NYJ,0.1,0.7,0,4.8,52,0.2,0,6.2
Darren Waller,BAL,0,0,0,3.6,46,0.3,0,6.2
Isaiah Burse,DEN,0,0,0,4.9,57.8,0.1,0,6.2
Aaron Dobson,NE,0,0,0,3.9,45.4,0.3,0,6.2
Adam Thielen,MIN,0,0,0,3.5,46.1,0.2,0,6
Vince Mayle,CLE,0,0,0,3.6,47.7,0.2,0,6
Keshawn Martin,HOU,0,0,0,4.2,48,0.2,0,5.8
Damaris Johnson,HOU,0.5,1.2,0,6,57,0,0,5.8
Josh Boyce,NE,0,0,0,3.8,45.7,0.2,0,5.8
Brenton Bersin,CAR,0,0,0,3,41.8,0.2,0.1,5.4
Vincent Brown,IND,0,0,0,4.3,46.3,0.1,0,5.4
Neal Sterling,JAC,0,0,0,3.1,40.8,0.2,0,5.1
Keith Mumphery,HOU,0,0,0,3,40.1,0.2,0,5
Kris Durham,OAK,0,0,0,5.2,49.5,0,0,5
Rodney Smith,FA,0,0,0,4.4,49.8,0,0,5
Matt Hazel,MIA,0,0,0,2.7,33.2,0.2,0,4.5
Dwayne Harris,NYG,0.1,1.4,0,2.6,34.5,0.1,0.1,4.3
Kevin Norwood,SEA,0,0,0,2.8,33.6,0.2,0,4.3
Josh Bellamy,CHI,0,0,0,2.4,31.3,0.2,0,4.2
Marc Mariani,CHI,0,0,0,2.6,32.6,0.1,0,4.1
Seyi Ajirotutu,PHI,0,0,0,2.7,32.4,0.2,0,4.1
Marcus Easley,BUF,0,0,0,2.6,30.2,0.2,0,4
Alan Bonner,HOU,2.3,15.2,0,1.3,17.6,0.1,0,4
Ryan Broyles,DET,0,0,0,2.4,33.3,0.1,0,3.8
Jalen Saunders,NO,0,0,0,3.5,37.2,0.1,0.1,3.8
Frankie Hammond,KC,0,0,0,2.3,34,0.1,0,3.8
Denarius Moore,CIN,0.1,0.2,0,2.2,30.2,0.1,0,3.7
Myles White,GB,0,0,0,1.6,25,0.2,0,3.5
Greg Little,CIN,0,0,0,2.5,28.3,0.1,0,3.4
Russell Shepard,TB,0,0,0,1.9,28.6,0.1,0,3.4
Lucky Whitehead,DAL,0,0,0,1.6,23.5,0.2,0,3.3
Tre McBride,TEN,0,0,0,1.5,19.7,0.1,0,2.6
Griff Whalen,IND,0,0,0,1.9,20.3,0.1,0.1,2.4
Arrelious Benn,JAC,0,0,0,1.4,18.2,0.1,0,2.4
Chuck Jacobs,SF,0,0,0,1.2,16.6,0.1,0,2.3
James Wright,CIN,0,0,0,1,18,0,0,1.8
Jacoby Ford,TEN,0,0,0,1.5,12.3,0,0.1,1
