PlayerName,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Rob Gronkowski,NE,68.5,989.8,9.5,0.4,155.3
Greg Olsen,CAR,76.2,974.7,5.5,0.4,129.9
Travis Kelce,KC,79.8,983.4,5.3,0.7,128.9
Jordan Reed,WAS,77.2,840.4,6.4,1.5,119.3
Jimmy Graham,SEA,64.2,818.7,6.4,1.3,117.7
Kyle Rudolph,MIN,73.9,745.6,5.5,0.5,106.7
Tyler Eifert,CIN,57.7,703.8,6.1,0.4,105.9
Zach Ertz,PHI,70.9,759.8,4.5,0.5,102.3
Delanie Walker,TEN,61.5,722.1,5.1,0.4,102.1
Martellus Bennett,GB,60.1,653.6,5.9,0.4,100
Eric Ebron,DET,61.4,699.2,4.1,0.3,93.9
Hunter Henry,LAC,49.6,608,5.7,0.9,93.4
Coby Fleener,NO,52.2,615.8,4.4,0.4,87.5
Jason Witten,DAL,64.6,649.8,3.9,1.1,86.6
Jack Doyle,IND,57.4,577.9,5,0.9,86.1
Cameron Brate,TB,46.8,534,4.4,0.4,79.1
Jared Cook,OAK,48.2,554.6,4,1.2,76.8
C.J. Fiedorowicz,HOU,52.3,545.3,3.8,0.5,76.3
Austin Hooper,ATL,40.9,485.2,4.6,0.3,75.6
Julius Thomas,MIA,46.3,480.3,4.5,0.4,74.4
Charles Clay,BUF,50.2,533.2,3.6,0.3,74.2
Antonio Gates,LAC,44.4,485,4.4,1,72.7
David Njoku,CLE,45.5,475.1,2.9,0.5,63.6
Evan Engram,NYG,43.4,458.6,3.1,0.5,63.3
Jesse James,PIT,43.2,431,3.3,0.3,62.6
Zach Miller,CHI,39,426.6,3.1,0.3,60.8
O.J. Howard,TB,37.4,398.5,3.3,0.5,58.7
Jermaine Gresham,ARI,37.6,403.4,3.1,0.3,58.3
Dwayne Allen,NE,26.9,328.7,3.5,0.2,53.6
Erik Swoope,IND,27.2,329,3,0.2,50.5
Austin Seferian-Jenkins,NYJ,30.7,360.8,2.4,0.2,49.8
Vance McDonald,SF,28.6,342.2,2.7,0.4,49.7
Tyler Higbee,LAR,33.6,332.5,2.7,0.3,48.7
Vernon Davis,WAS,27.6,330.5,2.2,0.3,45.7
Benjamin Watson,BAL,30.9,314.1,2.2,0.7,43.2
Ryan Griffin,HOU,31.7,321.1,1.9,0.7,41.9
Mychal Rivera,JAC,28.2,286,1.9,0.4,39.2
Virgil Green,DEN,25.4,276.8,1.8,0.4,37.6
Josh Hill,NO,24.9,255.4,1.8,0.3,35.5
Xavier Grimble,PIT,21.7,229,2,0.1,34.9
Clive Walford,OAK,21.4,230.6,1.9,0.2,34
Gerald Everett,LAR,25.2,263.5,1.4,0.5,33.9
Garrett Celek,SF,21.4,243.2,1.7,0.6,33.5
Will Tye,NYG,26.9,252.9,1.4,0.3,33.1
Trey Burton,PHI,22,219.7,1.8,0.2,32.2
Seth DeValve,CLE,20.6,207.6,1.8,0.2,31.3
George Kittle,SF,21.3,226.4,1.6,0.6,31
Richard Rodgers,GB,20.4,218.1,1.5,0.2,30.3
Marcedes Lewis,JAC,23.4,232.4,1.2,0.3,29.9
Adam Shaheen,CHI,19.5,202.2,1.6,0.6,28.8
Maxx Williams,BAL,21.7,207.4,1.3,0.1,28.6
Dion Sims,CHI,18.9,184.8,1.6,0.3,27.8
Levine Toilolo,ATL,15.6,189,1.4,0.2,27.2
A.J. Derby,DEN,22.3,216.5,1.5,2.5,25.4
Luke Willson,SEA,15.3,171,1.3,0.2,24.6
Jonnu Smith,TEN,16.2,170.4,1.3,0.4,24
Ed Dickson,CAR,13.5,152.1,1.2,0.2,22.3
Rico Gathers,DAL,11,120,1.7,0,21.9
Lance Kendricks,GB,13.8,139.3,1.4,0.2,21.8
Demetrius Harris,KC,17.9,167.2,1,0.4,21.8
Nick Boyle,BAL,19.3,161.8,0.8,0.2,20.7
Anthony Fasano,MIA,13.1,144.8,0.9,0.2,19.9
Jace Amaro,TEN,13.4,147.5,0.9,0.1,19.7
Daniel Brown,CHI,19,156,0.8,0.4,19.6
MarQueis Gray,MIA,13,134.8,1,0.2,19.4
Troy Niklas,ARI,12.1,124.1,1.1,0.1,18.9
Nick O'Leary,BUF,11.8,132.7,0.9,0.1,18.5
Geoff Swaim,DAL,10.4,103.7,1.4,0.1,18.4
