PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
David Johnson,ARI,283,1198.8,11.9,76.6,779.2,4.3,2.9,289.5
Le'Veon Bell,PIT,294.5,1363.9,9.6,75.9,625.9,2.5,2.4,266.5
LeSean McCoy,BUF,245.6,1183.2,9.4,47.8,367.3,1.8,1.6,219.2
Devonta Freeman,ATL,220.4,978.8,8.9,55.1,478.5,2.8,1.9,212.2
Melvin Gordon,LAC,275.5,1102.1,8.2,46.4,401.6,1.9,3,205.4
Jordan Howard,CHI,263.1,1215.5,6.9,35.6,311.5,1.4,1.8,199
Jay Ajayi,MIA,265.4,1199.2,8.4,34.2,240.6,1.2,1.7,198.2
DeMarco Murray,TEN,246.7,1065.9,7.5,44.4,324.9,2,1.9,192.5
Todd Gurley,LAR,277.8,1058.8,8,39.4,305.5,1.1,1.9,187.2
Ezekiel Elliott,DAL,219.7,1061.7,8.1,27.4,259.2,1.1,1.7,183.5
Lamar Miller,HOU,266.7,1080.8,6.6,36.2,264.3,1.4,1.9,178.9
Leonard Fournette,JAC,241.1,1048.6,7.2,30.1,226.5,1.2,1.9,174.1
Marshawn Lynch,OAK,203.4,854.0,8.1,31.4,234.2,1,1.5,160.5
Isaiah Crowell,CLE,214.4,910.2,6.3,33.9,272.1,0.6,1.6,156.4
Spencer Ware,KC,196,847.7,6.1,32.9,302.9,1.3,2.9,153.6
Ty Montgomery,GB,161.6,760.0,5.3,45.1,363.7,1.9,1.6,152.5
Mark Ingram,NO,172,771.8,5.5,42.8,321.5,2.1,2.1,151
Christian McCaffrey,CAR,154.1,684.0,4.5,47.4,407.6,2.2,1.6,146.3
Carlos Hyde,SF,216.5,919.9,5.9,26.3,180.2,1.1,3.8,144.7
Bilal Powell,NYJ,153.5,701.2,4,52.6,385.3,1.8,1.3,140.8
Dalvin Cook,MIN,173.7,730.3,5.7,34.9,275.1,1.4,1.4,140.4
Frank Gore,IND,212.3,816.9,4.9,30.7,236.6,1.6,2,140.1
Tevin Coleman,ATL,128.7,569.0,5.3,35.8,364.6,2.6,1.3,137.9
Paul Perkins,NYG,209.7,861.6,4.4,25.7,217.2,0.9,1.5,137.1
Joe Mixon,CIN,173.1,723.3,5.8,31.2,247.9,0.9,1.2,135
C.J. Anderson,DEN,181,773.1,5.1,29.9,234.5,1,1.7,133.8
Eddie Lacy,SEA,187,806.5,5.6,20.8,167,0.9,1.4,133.6
Ameer Abdullah,DET,166.2,705.3,4.2,34,287.7,1.9,1.7,132.7
Mike Gillislee,NE,161.7,756.8,7.6,13.2,99.5,0.5,1.2,131.9
Terrance West,BAL,184.3,742.4,5,29.2,207,0.9,1.2,128.1
Robert Kelley,WAS,180.2,751.4,5.6,15.3,114.8,0.4,1.5,119.7
Matt Forte,NYJ,157,636.5,4,31.7,257.5,1.3,1.7,117.5
Doug Martin,TB,177.2,693.9,4.6,19.1,150.6,0.7,2.4,111.8
Danny Woodhead,BAL,85.1,358.8,2.5,57.2,460.9,2.8,0.9,111.7
Jonathan Stewart,CAR,174.1,711.7,5.4,11.5,86.9,0.5,2.4,110.5
LeGarrette Blount,PHI,175.7,707.9,5.9,9.5,60.9,0.2,1.9,109.5
Theo Riddick,DET,83.2,321.2,2,60.4,482.4,3.2,1,109.5
Adrian Peterson,NO,147.7,612.6,5.9,21.2,141.3,0.5,3,107.8
Duke Johnson,CLE,89.8,375.8,2,57.2,495.3,1.7,1.4,106.4
Derrick Henry,TEN,139.8,604.1,4.3,16.2,145.8,0.8,1.2,103.3
Kareem Hunt,KC,122.6,513.6,3.6,29.7,233.9,0.9,1.8,98.3
Darren Sproles,PHI,84.4,374.8,2.2,48.5,377.7,1.9,1.1,97.6
Giovani Bernard,CIN,105.9,431.8,2.5,35.2,300.1,1.3,1.6,92.9
Jamaal Charles,DEN,104.5,465.5,3.3,26.9,214.2,1.2,2.9,89.3
James White,NE,54.3,227.0,1.5,47.2,405,3.2,1.1,89.2
Chris Thompson,WAS,54.7,258.7,1.8,49.1,377.3,2,1.2,83.7
Latavius Murray,MIN,122.9,491.9,3.9,18,128.6,0.3,1.9,83.5
Darren McFadden,DAL,109.2,459.8,3.7,18.9,148.1,0.4,1.6,81.8
Samaje Perine,WAS,114.6,473.1,3.9,13.3,104.1,0.2,1.3,79.7
Jeremy Hill,CIN,120.6,469.0,4.1,12,90.4,0.2,1.2,79.3
C.J. Prosise,SEA,58.2,259.0,1.8,37.5,358.6,1.3,0.8,79
Shane Vereen,NYG,65.9,287.3,1.5,40,321.5,1.9,2.2,77.1
Charles Sims,TB,76.1,299.0,1.5,34.9,303.5,1.8,1.8,76.2
Thomas Rawls,SEA,108.2,441.4,3.6,12.9,99.1,0.3,0.9,75.9
Jamaal Williams,GB,108.8,462.2,3.7,11,79.7,0.3,1.1,75.8
Rex Burkhead,NE,92.7,389.9,3.1,15.8,128.9,0.9,1.2,73.7
Jacquizz Rodgers,TB,102.3,432.2,2.3,16,115.2,0.3,1,67.9
DeAndre Washington,OAK,87.8,407.1,2.3,18.1,130.5,0.5,1.4,67.6
Robert Turbin,IND,75.6,288.9,2.7,23,165.9,1.1,0.9,66.7
Dion Lewis,NE,73.7,315.9,2.1,21.7,163.1,0.9,2.2,61.6
Jalen Richard,OAK,61.4,298.0,1.6,24,178.3,1,1,61
T.J. Yeldon,JAC,65.2,244.8,1.2,33.4,237.1,1,1.2,59.1
Tim Hightower,SF,81.9,332.9,2.2,14.4,114.6,0.2,1.1,57.1
Joe Williams,SF,78.2,324.4,1.9,17.4,131.2,0.4,1.3,56.7
Jonathan Williams,BUF,86.2,359.5,2.8,9.8,66.2,0.2,2.6,55.6
Ryan Mathews,PHI,79.3,340.7,2.6,8.7,67.5,0.2,0.9,55.3
