PlayerName,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
CJ Ham,MIN,7,27.9,0.2,12,103.3,0.5,0.1,17.3
JaMycal Hasty,SF,35,103.5,0.7,2.6,23.2,0,0,16.8
Kerrith Whyte Jr.,PIT,5.9,98.5,0.6,3.4,22.2,0.2,0.2,16.5
Devontae Booker,LV,17.8,81.2,0.6,5.5,43.7,0.1,0.1,16.5
Jason Huntley,DET,19.5,79.0,0.6,4.1,35.3,0.1,0,15.6
Ty Johnson,DET,2.8,77.9,0.4,5.5,43.3,0.1,0.1,15.4
Dontrell Hilliard,CLE,13.8,57.3,0.7,4.1,39.9,0.1,0.1,14.4
Travis Homer,SEA,13.1,50.6,0.5,6.5,56.6,0.1,0.1,14.3
Qadree Ollison,ATL,16.9,58.1,1,2.4,19.3,0.1,0,13.8
Trayveon Williams,CIN,24.3,74.7,0.3,4.1,32.2,0.1,0.1,13.1
Ameer Abdullah,MIN,6.7,40.8,0.3,6.3,59.2,0.2,0.1,13.1
Peyton Barber,WAS,23.5,72.9,0.4,3.5,26.9,0.1,0.1,12.8
Jeremy McNichols,TEN,16.2,77.8,0.5,1.9,16.8,0,0,12.5
Darius Anderson,DAL,16.5,66.7,0.5,2.1,16.8,0.1,0.1,12
T.J. Yeldon,BUF,14.2,53.5,0.1,6,45.7,0.2,0.1,11.4
Wayne Gallman,NYG,18.4,64.2,0.3,3.4,24.8,0.1,0.1,10.9
James Robinson,JAC,18,58.2,0.4,3.1,24.4,0.1,0.1,10.9
Jordan Wilkins,IND,13.5,54.1,0.5,2.4,19.3,0.1,0,10.7
D'Ernest Johnson,CLE,10.1,45.6,0.4,3.4,36,0,0,10.7
Alec Ingold,LV,6.3,34.4,0.3,5.2,38.5,0.2,0.1,10.2
Senorise Perry,TEN,9.1,37.5,0.3,4,31.3,0.2,0.1,9.6
Elijhaa Penny,NYG,7.4,38.9,0.3,4.1,29.4,0.1,0,9.2
Khari Blasingame,TEN,13.2,33.2,0.1,5.3,42.1,0.2,0,9.1
Alex Armah,CAR,8.6,24.4,0.8,2.9,13.6,0,0,8.5
Buddy Howell,HOU,9,33.3,0.2,4,26.9,0.2,0,8.3
Malcolm Perry,MIA,6.9,28.1,0.2,4.3,33.1,0.1,0.1,8
Tyler Ervin,GB,6.9,24.7,0.1,6.3,45,0.1,0,8
Theo Riddick,LV,4.9,19.3,0.2,5.4,36.6,0.2,0,8
Derek Watt,PIT,4.3,17.4,0.2,4.5,38.1,0.2,0,7.6
Wendell Smallwood,PIT,4.2,17.3,0.2,4.3,33.7,0.2,0,7.1
Patrick Ricard,BAL,1,2.5,0,6.4,44.8,0.3,0,6.8
Bobby Holly,LAC,0,17.0,0.2,4.6,26,0.2,0,6.6
Tony Jones Jr.,NO,0,26.5,0.2,2.9,21,0.1,0,6.4
Keith Smith,ATL,4.7,20.6,0.2,3.9,25.2,0.1,0,6.4
Rod Smith,LV,2.9,17.6,0.2,2.7,23.3,0.1,0,5.7
Anthony Sherman,KC,2.5,7.0,0.1,4.2,31.2,0.2,0,5.6
Josh Adams,NYJ,6.4,26.7,0.1,2.6,19.8,0.1,0.1,5.6
John Kelly,LAR,6.1,24.5,0.2,1.7,13.3,0,0,5.3
Patrick DiMarco,BUF,2.9,9.7,0.1,3.8,28.1,0.2,0,5.2
Jonathan Williams,DET,3.7,15.0,0.2,2.3,16.3,0.1,0,4.6
Taiwan Jones,BUF,3.4,11.6,0.1,2.4,23.5,0.1,0,4.5
Andrew Beck,DEN,0.9,3.5,0,4,28.9,0.2,0,4.2
Michael Burton,NO,1.9,7.7,0,2.7,22.2,0.1,0,3.7
Nick Bellore,SEA,1,2.5,0,3.2,22.9,0.2,0,3.6
Dexter Williams,GB,4.4,17.6,0.2,0.8,6.3,0,0,3.4
Dwayne Washington,NO,4.6,18.2,0.1,0.9,6.4,0,0,3.3
Trey Edmunds,PIT,4.1,16.8,0.1,0.8,6.6,0,0,3.1
Samaje Perine,CIN,3.9,15.2,0.2,0.8,6.2,0,0,3.1
Jakob Johnson,NE,1.8,7.2,0,1.8,15.3,0.1,0,3.1
Tony Brooks-James,MIN,3.4,13.6,0.2,0.8,6.1,0,0,2.9
Trenton Cannon,CAR,2.4,9.5,0.1,1.5,12.2,0,0,2.7
D.J. Foster,ARI,2.8,11.3,0.1,0.8,6.3,0,0,2.1
Cullen Gillaspia,HOU,1.5,5.9,0,1,6.9,0,0,1.3
Elijah McGuire,KC,1.2,4.7,0,0.8,6.9,0,0,1.2
Damarea Crockett,GB,0.9,3.5,0,0.4,3.1,0,0,0.7
Adrian Killins Jr.,PHI,0,0.0,0,0,0,0,0,0
Michael Warren II,PHI,8.4,34.3,0.3,0,0,0,0,0
Christian Wade,BUF,0,0.0,0,0,0,0,0,0
Wes Hills,DET,0,0.0,0,0,0,0,0,0
Raymond Calais,TB,0,0.0,0,0,0,0,0,0
Craig Reynolds,ATL,0,0.0,0,0,0,0,0,0
Chandler Cox,MIA,0,0.0,0,0,0,0,0,0
Roosevelt Nix,IND,0,0.0,0,2,17.5,0.1,0,0
Levante Bellamy,DEN,2,8.1,0.1,0,0,0,0,0
J.J. Taylor,NE,0,0.0,0,0,0,0,0,0
Elijah Holyfield,PHI,0,0.0,0,0,0,0,0,0
Salvon Ahmed,MIA,0,0.0,0,0,0,0,0,0
Bruce Anderson,IND,0,0.0,0,0,0,0,0,0
Nick Bawden,DET,0,0.0,0,8.5,71.5,0.4,0,0
Isaac Nauta,DET,0,0.0,0,0,0,0,0,0
Cethan Carter,CIN,0,0.0,0,4.1,34.4,0.1,0,0
Bruce Miller,JAC,0,0.0,0,0,0,0,0,0
